cluster,run_index,msg_size,start,end,duration
rennes,0,10000,4774.7925,4775.032,0.23950000000058935
rennes,0,10000,4774.7925,4846.3535,71.5610000000006
rennes,0,10000,4774.2334,4774.379,0.1455999999998312
rennes,0,10000,4774.2334,4852.145,77.91160000000036
nantes,0,10000,4558.5337,4558.688,0.15430000000014843
nantes,0,10000,4558.5337,4633.9663,75.4326000000001
nantes,0,10000,4718.7827,4718.865,0.08230000000003201
nantes,0,10000,4718.7827,4792.6416,73.85890000000018
nantes,0,10000,4725.454,4725.554,0.1000000000003638
nantes,0,10000,4725.454,4802.838,77.38400000000001
nantes,0,10000,4730.344,4730.4253,0.08129999999982829
nantes,0,10000,4730.344,4809.1245,78.78049999999985
nantes,0,10000,4737.315,4737.4165,0.10150000000066939
nantes,0,10000,4737.315,4810.91,73.59500000000025
nantes,0,10000,4743.1616,4743.2437,0.08209999999962747
nantes,0,10000,4743.1616,4817.0312,73.86959999999999
rennes,0,10000,4734.2544,4734.3975,0.14310000000023138
rennes,0,10000,4734.2544,4810.7046,76.45020000000022
rennes,0,10000,4738.6523,4738.812,0.15970000000015716
rennes,0,10000,4738.6523,4814.9365,76.28420000000006
rennes,0,10000,4743.8174,4743.965,0.14760000000023865
rennes,0,10000,4743.8174,4817.7925,73.97509999999966
rennes,0,10000,4748.3447,4748.503,0.15830000000005384
rennes,0,10000,4748.3447,4818.6616,70.31690000000071
rennes,0,10000,4779.215,4779.3237,0.10869999999977153
rennes,0,10000,4779.215,4854.044,74.82899999999972
rennes,0,10000,4753.5215,4753.665,0.14350000000013097
rennes,0,10000,4753.5215,4826.425,72.90350000000035
nancy,0,10000,4815.427,4815.5786,0.15160000000014406
nancy,0,10000,4815.427,4902.257,86.82999999999993
nancy,0,10000,4819.164,4819.3164,0.15239999999994325
nancy,0,10000,4819.164,4901.456,82.29200000000037
nancy,0,10000,4823.2573,4823.408,0.1507000000001426
nancy,0,10000,4823.2573,4908.4775,85.22019999999975
nancy,0,10000,4827.298,4827.447,0.14900000000034197
nancy,0,10000,4827.298,4912.1035,84.8055000000004
nancy,0,10000,4831.2188,4831.37,0.15120000000024447
nancy,0,10000,4831.2188,4915.8936,84.67480000000069
rennes,0,10000,4720.848,4720.929,0.08100000000013097
rennes,0,10000,4720.848,4797.7812,76.9332000000004
rennes,0,10000,4725.6265,4725.7686,0.14210000000002765
rennes,0,10000,4725.6265,4803.466,77.83950000000004
rennes,0,10000,4730.8716,4730.95,0.07839999999941938
rennes,0,10000,4730.8716,4802.2188,71.34719999999925
rennes,0,10000,4735.7104,4735.8057,0.09529999999995198
rennes,0,10000,4735.7104,4806.9297,71.21929999999975
rennes,0,10000,4784.865,4785.0044,0.13940000000002328
rennes,0,10000,4784.865,4860.7188,75.85379999999986
rennes,0,10000,4740.888,4741.0024,0.11440000000038708
rennes,0,10000,4740.888,4813.8604,72.97239999999965
lyon,0,10000,4699.6255,4699.737,0.11149999999997817
lyon,0,10000,4699.6255,4777.9595,78.33399999999983
lyon,0,10000,4705.3833,4705.4893,0.10599999999976717
lyon,0,10000,4705.3833,4788.3726,82.98929999999928
lyon,0,10000,4710.844,4711.0015,0.15750000000025466
lyon,0,10000,4710.844,4794.2275,83.38349999999991
lyon,0,10000,4717.701,4717.835,0.13400000000001455
lyon,0,10000,4717.701,4794.1333,76.4323000000004
lyon,0,10000,4723.556,4723.661,0.10500000000047294
lyon,0,10000,4723.556,4808.6694,85.11340000000018
nantes,0,10000,4680.641,4680.736,0.09500000000025466
nantes,0,10000,4680.641,4752.629,71.98800000000028
nantes,0,10000,4686.5283,4686.641,0.11269999999967695
nantes,0,10000,4686.5283,4761.0737,74.54539999999997
nantes,0,10000,4692.0605,4692.2217,0.16120000000046275
nantes,0,10000,4692.0605,4771.078,79.01750000000084
nantes,0,10000,4698.68,4698.788,0.10799999999926513
nantes,0,10000,4698.68,4768.994,70.3139999999994
