cluster,run_index,msg_size,lost,total_msg_packets,loss_rate
rennes,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
lyon,5,1000000,25,854,0.02927400468384075
lyon,5,1000000,25,854,0.02927400468384075
lyon,5,1000000,25,854,0.02927400468384075
lyon,5,1000000,25,854,0.02927400468384075
rennes,5,1000000,25,854,0.02927400468384075
lyon,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
lyon,5,1000000,25,854,0.02927400468384075
lyon,5,1000000,25,854,0.02927400468384075
lyon,5,1000000,25,854,0.02927400468384075
lyon,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
lyon,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nantes,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
nancy,5,1000000,25,854,0.02927400468384075
