cluster,run_index,msg_size,start,end,duration
nantes,0,10000,1010.0772,1010.39197,0.31477000000006683
nantes,0,10000,1065.3441,1065.6862,0.3421000000000731
nantes,0,10000,912.4909,912.8486,0.35770000000002256
nantes,0,10000,918.68115,918.8068,0.12564999999995052
nantes,0,10000,925.4556,925.7646,0.3089999999999691
nantes,0,10000,931.1709,931.51385,0.34295000000008713
nantes,0,10000,938.86194,939.1968,0.3348600000000488
nantes,0,10000,944.67065,945.0378,0.36714999999992415
nantes,0,10000,851.5775,851.7849,0.2074000000000069
nantes,0,10000,869.307,869.47076,0.16376000000002477
nantes,0,10000,1072.2186,1072.5548,0.33619999999996253
nantes,0,10000,874.94934,875.0329,0.08356000000003405
nantes,0,10000,881.5354,881.7053,0.16989999999998417
nantes,0,10000,887.45496,887.628,0.17304000000001452
nantes,0,10000,894.5876,894.6879,0.10030000000006112
nantes,0,10000,899.72943,899.8839,0.15447000000006028
nantes,0,10000,906.33057,906.4578,0.12723000000005413
nantes,0,10000,912.2037,912.3763,0.17259999999998854
nantes,0,10000,919.16547,919.3606,0.19512999999994918
nantes,0,10000,924.9817,925.13586,0.15415999999993346
nantes,0,10000,931.0114,931.16583,0.15443000000004758
nantes,0,10000,1078.0516,1078.3141,0.2625000000000455
nantes,0,10000,937.1587,937.3314,0.17270000000007713
toulouse,0,10000,899.6715,899.91644,0.24493999999992866
toulouse,0,10000,903.581,903.8524,0.27139999999997144
toulouse,0,10000,908.2621,908.4285,0.16639999999995325
toulouse,0,10000,908.2621,10937.872,10029.6099
toulouse,0,10000,913.1468,913.3844,0.2376000000000431
toulouse,0,10000,916.88403,917.162,0.27796999999998206
toulouse,0,10000,921.5158,921.76776,0.25195999999994
toulouse,0,10000,926.4531,926.721,0.2679000000000542
toulouse,0,10000,930.6329,930.8841,0.25120000000003984
toulouse,0,10000,934.4022,934.6753,0.27309999999999945
nantes,0,10000,1083.6765,1084.1527,0.4762000000000626
toulouse,0,10000,938.7473,938.9213,0.17399999999997817
toulouse,0,10000,938.7473,10968.625,10029.877700000001
toulouse,0,10000,942.9222,943.09717,0.17497000000003027
toulouse,0,10000,946.52014,946.7935,0.27336000000002514
toulouse,0,10000,950.87805,951.1495,0.2714499999999589
toulouse,0,10000,955.4426,955.63184,0.1892400000000407
toulouse,0,10000,955.4426,10984.9795,10029.5369
toulouse,0,10000,959.2124,959.5,0.28759999999999764
toulouse,0,10000,871.9846,872.157,0.17240000000003874
toulouse,0,10000,875.71796,875.8916,0.17364000000009128
toulouse,0,10000,879.8103,879.95917,0.14886999999998807
nantes,0,10000,1091.415,1091.6805,0.26549999999997453
toulouse,0,10000,887.8281,888.0624,0.23430000000007567
toulouse,0,10000,891.04596,891.3309,0.28494000000000597
toulouse,0,10000,900.1172,900.2823,0.16509999999993852
toulouse,0,10000,904.8028,905.07184,0.26903999999990447
toulouse,0,10000,904.8028,10934.559,10029.7562
toulouse,0,10000,911.2353,911.40717,0.17186999999989894
toulouse,0,10000,915.55304,915.7922,0.23915999999996984
toulouse,0,10000,919.3613,919.5327,0.1713999999999487
toulouse,0,10000,923.6833,923.85736,0.17405999999994037
toulouse,0,10000,929.9455,930.19794,0.2524399999999787
toulouse,0,10000,929.9455,10958.781,10028.835500000001
nantes,0,10000,1096.685,1097.0312,0.34619999999995343
toulouse,0,10000,934.011,934.2545,0.24350000000004002
toulouse,0,10000,828.49835,828.67096,0.17261000000007698
toulouse,0,10000,832.78143,832.9531,0.17166999999994914
toulouse,0,10000,836.99146,837.1435,0.15204000000005635
toulouse,0,10000,841.09937,841.37274,0.2733699999999999
toulouse,0,10000,841.09937,10870.783,10029.68363
toulouse,0,10000,845.9416,846.1863,0.24469999999996617
toulouse,0,10000,852.1494,852.3192,0.16980000000000928
toulouse,0,10000,852.1494,10880.978,10028.828599999999
toulouse,0,10000,855.8477,856.09216,0.24446000000000367
toulouse,0,10000,855.8477,10885.791,10029.943299999999
toulouse,0,10000,860.2162,860.26337,0.047170000000051004
toulouse,0,10000,860.2162,10889.583,10029.3668
rennes,0,10000,1037.5265,1037.6932,0.16669999999999163
toulouse,0,10000,872.3333,872.6128,0.27949999999998454
