msg_size,run_index,direction,path,cluster,t_ms,bytes,packets
100000,0,received,fc,nancy,-10.0,5136,4
100000,0,received,fc,nancy,0.0,1105464,896
100000,0,received,fc,nancy,10.0,776475,675
100000,0,received,fc,nancy,20.0,96300,75
100000,0,received,fc,nancy,30.0,680175,600
100000,0,received,fc,nancy,50.0,96300,75
100000,0,received,fc,nancy,60.0,781425,675
100000,0,received,fc,nancy,80.0,96300,75
100000,0,received,fc,nancy,90.0,781425,675
100000,0,received,fc,nancy,100.0,96300,75
100000,0,received,fc,nancy,120.0,882675,750
100000,0,received,fc,nancy,130.0,96300,75
100000,0,received,fc,nancy,150.0,882675,750
100000,0,received,fc,nancy,160.0,96300,75
100000,0,received,fc,nancy,170.0,14124,11
100000,0,received,fc,nancy,180.0,969801,889
100000,0,received,fc,nancy,190.0,96300,75
100000,0,received,fc,nancy,200.0,7704,6
100000,0,received,fc,nancy,210.0,290346,294
100000,0,received,fc,nantes,0.0,1110600,900
100000,0,received,fc,nantes,10.0,776475,675
100000,0,received,fc,nantes,20.0,96300,75
100000,0,received,fc,nantes,30.0,680175,600
100000,0,received,fc,nantes,50.0,96300,75
100000,0,received,fc,nantes,60.0,781425,675
100000,0,received,fc,nantes,80.0,96300,75
100000,0,received,fc,nantes,90.0,781425,675
100000,0,received,fc,nantes,100.0,96300,75
100000,0,received,fc,nantes,120.0,882675,750
100000,0,received,fc,nantes,130.0,96300,75
100000,0,received,fc,nantes,150.0,882675,750
100000,0,received,fc,nantes,160.0,96300,75
100000,0,received,fc,nantes,170.0,136104,106
100000,0,received,fc,nantes,180.0,847821,794
100000,0,received,fc,nantes,190.0,96300,75
100000,0,received,fc,nantes,200.0,5136,4
100000,0,received,fc,nantes,210.0,292914,296
100000,0,received,fc,rennes,-10.0,1284,1
100000,0,received,fc,rennes,0.0,1109316,899
100000,0,received,fc,rennes,10.0,776475,675
100000,0,received,fc,rennes,20.0,96300,75
100000,0,received,fc,rennes,30.0,680175,600
100000,0,received,fc,rennes,50.0,96300,75
100000,0,received,fc,rennes,60.0,781425,675
100000,0,received,fc,rennes,80.0,96300,75
100000,0,received,fc,rennes,90.0,781425,675
100000,0,received,fc,rennes,100.0,96300,75
100000,0,received,fc,rennes,120.0,882675,750
100000,0,received,fc,rennes,130.0,96300,75
100000,0,received,fc,rennes,150.0,882675,750
100000,0,received,fc,rennes,160.0,96300,75
100000,0,received,fc,rennes,170.0,105288,82
100000,0,received,fc,rennes,180.0,878637,818
100000,0,received,fc,rennes,190.0,96300,75
100000,0,received,fc,rennes,200.0,50076,39
100000,0,received,fc,rennes,210.0,247974,261
100000,0,received,fc,toulouse,0.0,1110600,900
100000,0,received,fc,toulouse,10.0,776475,675
100000,0,received,fc,toulouse,20.0,96300,75
100000,0,received,fc,toulouse,30.0,680175,600
100000,0,received,fc,toulouse,50.0,96300,75
100000,0,received,fc,toulouse,60.0,781425,675
100000,0,received,fc,toulouse,80.0,96300,75
100000,0,received,fc,toulouse,90.0,781425,675
100000,0,received,fc,toulouse,100.0,96300,75
100000,0,received,fc,toulouse,120.0,882675,750
100000,0,received,fc,toulouse,130.0,96300,75
100000,0,received,fc,toulouse,150.0,882675,750
100000,0,received,fc,toulouse,160.0,96300,75
100000,0,received,fc,toulouse,170.0,1284,1
100000,0,received,fc,toulouse,180.0,982641,899
100000,0,received,fc,toulouse,190.0,96300,75
100000,0,received,fc,toulouse,200.0,7826,7
100000,0,received,fc,toulouse,210.0,290224,293
100000,0,received,uc,nancy,-1940.0,2846,4
100000,0,received,uc,nancy,-1930.0,9195,12
100000,0,received,uc,nancy,-1920.0,8060,13
100000,0,received,uc,nancy,-1910.0,7533,15
100000,0,received,uc,nancy,-1900.0,18002,27
100000,0,received,uc,nancy,-1890.0,23426,39
100000,0,received,uc,nancy,-1880.0,16347,29
100000,0,received,uc,nancy,-1870.0,3962,18
100000,0,received,uc,nancy,-1860.0,6155,17
100000,0,received,uc,nancy,-1850.0,16544,25
100000,0,received,uc,nancy,-1840.0,30862,46
100000,0,received,uc,nancy,-1830.0,18107,34
100000,0,received,uc,nancy,-1820.0,2746,18
100000,0,received,uc,nancy,-1810.0,527,11
100000,0,received,uc,nancy,-1700.0,5692,8
100000,0,received,uc,nancy,-1690.0,7156,10
100000,0,received,uc,nancy,-1680.0,10928,17
100000,0,received,uc,nancy,-1670.0,1884,8
100000,0,received,uc,nancy,-1660.0,5972,12
100000,0,received,uc,nancy,-1650.0,4396,8
100000,0,received,uc,nancy,-1640.0,15156,23
100000,0,received,uc,nancy,-1630.0,3983,10
100000,0,received,uc,nancy,-1620.0,431,5
100000,0,received,uc,nancy,-1610.0,5864,12
100000,0,received,uc,nancy,-1600.0,7156,10
100000,0,received,uc,nancy,-1590.0,9591,14
100000,0,received,uc,nancy,-1580.0,8913,19
100000,0,received,uc,nancy,-1570.0,7436,14
100000,0,received,uc,nancy,-1560.0,11111,20
100000,0,received,uc,nancy,-1550.0,4633,11
100000,0,received,uc,nancy,-1540.0,1012,5
100000,0,received,uc,nancy,-1530.0,226,4
100000,0,received,uc,nancy,-900.0,2771,3
100000,0,received,uc,nancy,-890.0,807,2
100000,0,received,uc,nancy,-880.0,97,1
100000,0,received,uc,nancy,-870.0,43,1
100000,0,received,uc,nancy,10.0,570752,448
100000,0,received,uc,nancy,100.0,86,2
100000,0,received,uc,nancy,110.0,43,1
100000,0,received,uc,nancy,120.0,86,2
100000,0,received,uc,nancy,130.0,818,19
100000,0,received,uc,nancy,140.0,602,14
100000,0,received,uc,nancy,160.0,430,10
100000,0,received,uc,nancy,170.0,430,10
100000,0,received,uc,nancy,180.0,258,6
100000,0,received,uc,nancy,190.0,172,4
100000,0,received,uc,nancy,200.0,43,1
100000,0,received,uc,nancy,210.0,172,4
100000,0,received,uc,nantes,-1850.0,5692,8
100000,0,received,uc,nantes,-1830.0,7156,10
100000,0,received,uc,nantes,-1810.0,18637,27
100000,0,received,uc,nantes,-1800.0,14327,21
100000,0,received,uc,nantes,-1790.0,4225,6
100000,0,received,uc,nantes,-1780.0,26875,41
100000,0,received,uc,nantes,-1770.0,5789,9
100000,0,received,uc,nantes,-1760.0,11872,27
100000,0,received,uc,nantes,-1750.0,7813,10
100000,0,received,uc,nantes,-1740.0,4428,19
100000,0,received,uc,nantes,-1730.0,2035,9
100000,0,received,uc,nantes,-1720.0,4590,10
100000,0,received,uc,nantes,-1710.0,6187,17
100000,0,received,uc,nantes,-1700.0,3761,8
100000,0,received,uc,nantes,-1690.0,9410,15
100000,0,received,uc,nantes,-1680.0,10088,16
100000,0,received,uc,nantes,-1670.0,4547,9
100000,0,received,uc,nantes,-1660.0,7985,12
100000,0,received,uc,nantes,-1650.0,16071,27
100000,0,received,uc,nantes,-1640.0,6661,12
100000,0,received,uc,nantes,-1630.0,14689,25
100000,0,received,uc,nantes,-1620.0,12977,21
100000,0,received,uc,nantes,-1610.0,6291,15
100000,0,received,uc,nantes,-1600.0,9643,16
100000,0,received,uc,nantes,-1590.0,4730,12
100000,0,received,uc,nantes,-1580.0,7081,18
100000,0,received,uc,nantes,-1570.0,7576,16
100000,0,received,uc,nantes,-1560.0,3847,10
100000,0,received,uc,nantes,-1550.0,7479,15
100000,0,received,uc,nantes,-1540.0,4493,9
100000,0,received,uc,nantes,-1530.0,6661,12
100000,0,received,uc,nantes,-1520.0,7339,13
100000,0,received,uc,nantes,-1510.0,4547,9
100000,0,received,uc,nantes,-1500.0,1012,5
100000,0,received,uc,nantes,-1490.0,1647,5
100000,0,received,uc,nantes,-1480.0,237,3
100000,0,received,uc,nantes,-1470.0,280,4
100000,0,received,uc,nantes,-1460.0,86,2
100000,0,received,uc,nantes,-1450.0,43,1
100000,0,received,uc,nantes,-1440.0,43,1
100000,0,received,uc,nantes,110.0,172,4
100000,0,received,uc,nantes,140.0,344,8
100000,0,received,uc,nantes,160.0,172,4
100000,0,received,uc,nantes,170.0,817,19
100000,0,received,uc,nantes,190.0,645,15
100000,0,received,uc,nantes,200.0,1075,25
100000,0,received,uc,nantes,230.0,43,1
100000,0,received,uc,rennes,-1880.0,2846,4
100000,0,received,uc,rennes,-1860.0,732,1
100000,0,received,uc,rennes,-1850.0,8538,12
100000,0,received,uc,rennes,-1840.0,97,1
100000,0,received,uc,rennes,-1830.0,16426,23
100000,0,received,uc,rennes,-1820.0,43,1
100000,0,received,uc,rennes,-1810.0,12489,20
100000,0,received,uc,rennes,-1800.0,5692,8
100000,0,received,uc,rennes,-1790.0,2810,11
100000,0,received,uc,rennes,-1780.0,1464,2
100000,0,received,uc,rennes,-1770.0,506,8
100000,0,received,uc,rennes,-1760.0,194,2
100000,0,received,uc,rennes,-1750.0,86,2
100000,0,received,uc,rennes,-1740.0,129,3
100000,0,received,uc,rennes,-1560.0,2846,4
100000,0,received,uc,rennes,-1550.0,5692,8
100000,0,received,uc,rennes,-1540.0,6424,9
100000,0,received,uc,rennes,-1530.0,7156,10
100000,0,received,uc,rennes,-1520.0,7253,11
100000,0,received,uc,rennes,-1510.0,10196,16
100000,0,received,uc,rennes,-1500.0,13085,21
100000,0,received,uc,rennes,-1490.0,13860,23
100000,0,received,uc,rennes,-1480.0,11746,20
100000,0,received,uc,rennes,-1470.0,11843,21
100000,0,received,uc,rennes,-1460.0,2670,9
100000,0,received,uc,rennes,-1450.0,28327,46
100000,0,received,uc,rennes,-1440.0,366,6
100000,0,received,uc,rennes,-1430.0,21846,37
100000,0,received,uc,rennes,-1420.0,13848,22
100000,0,received,uc,rennes,-1410.0,15992,33
100000,0,received,uc,rennes,-1400.0,8717,13
100000,0,received,uc,rennes,-1390.0,10063,24
100000,0,received,uc,rennes,-1380.0,7608,16
100000,0,received,uc,rennes,-1370.0,7081,18
100000,0,received,uc,rennes,-1360.0,7619,17
100000,0,received,uc,rennes,-1350.0,5354,13
100000,0,received,uc,rennes,-1340.0,1744,6
100000,0,received,uc,rennes,-1330.0,1109,6
100000,0,received,uc,rennes,-1320.0,280,4
100000,0,received,uc,rennes,-1310.0,226,4
100000,0,received,uc,rennes,-1300.0,86,2
100000,0,received,uc,rennes,-1290.0,43,1
100000,0,received,uc,rennes,-880.0,2846,4
100000,0,received,uc,rennes,-860.0,732,1
100000,0,received,uc,rennes,-840.0,97,1
100000,0,received,uc,rennes,-820.0,43,1
100000,0,received,uc,rennes,140.0,43,1
100000,0,received,uc,rennes,160.0,43,1
100000,0,received,uc,rennes,170.0,516,12
100000,0,received,uc,rennes,180.0,473,11
100000,0,received,uc,rennes,190.0,215,5
100000,0,received,uc,rennes,200.0,1634,38
100000,0,received,uc,rennes,210.0,215,5
100000,0,received,uc,rennes,230.0,86,2
100000,0,received,uc,toulouse,-1720.0,2846,4
100000,0,received,uc,toulouse,-1710.0,8538,12
100000,0,received,uc,toulouse,-1700.0,5692,8
100000,0,received,uc,toulouse,-1690.0,10002,14
100000,0,received,uc,toulouse,-1680.0,12848,18
100000,0,received,uc,toulouse,-1670.0,7888,11
100000,0,received,uc,toulouse,-1660.0,10196,16
100000,0,received,uc,toulouse,-1650.0,21027,32
100000,0,received,uc,toulouse,-1640.0,9464,15
100000,0,received,uc,toulouse,-1630.0,11111,20
100000,0,received,uc,toulouse,-1620.0,24734,40
100000,0,received,uc,toulouse,-1610.0,12891,19
100000,0,received,uc,toulouse,-1600.0,8265,16
100000,0,received,uc,toulouse,-1590.0,10601,21
100000,0,received,uc,toulouse,-1580.0,2928,4
100000,0,received,uc,toulouse,-1570.0,1981,9
100000,0,received,uc,toulouse,-1560.0,1895,7
100000,0,received,uc,toulouse,-1550.0,194,2
100000,0,received,uc,toulouse,-1540.0,4012,12
100000,0,received,uc,toulouse,-1530.0,5821,11
100000,0,received,uc,toulouse,-1520.0,8850,18
100000,0,received,uc,toulouse,-1510.0,8482,16
100000,0,received,uc,toulouse,-1500.0,7156,10
100000,0,received,uc,toulouse,-1490.0,10197,17
100000,0,received,uc,toulouse,-1480.0,7973,17
100000,0,received,uc,toulouse,-1470.0,2445,6
100000,0,received,uc,toulouse,-1460.0,2079,11
100000,0,received,uc,toulouse,-1450.0,1971,11
100000,0,received,uc,toulouse,-1440.0,551,9
100000,0,received,uc,toulouse,-1430.0,323,5
100000,0,received,uc,toulouse,-1420.0,14510,24
100000,0,received,uc,toulouse,-1410.0,10962,17
100000,0,received,uc,toulouse,-1400.0,6469,14
100000,0,received,uc,toulouse,-1390.0,10084,14
100000,0,received,uc,toulouse,-1380.0,7931,12
100000,0,received,uc,toulouse,-1370.0,2542,7
100000,0,received,uc,toulouse,-1360.0,1331,8
100000,0,received,uc,toulouse,-1350.0,1756,6
100000,0,received,uc,toulouse,-1340.0,615,9
100000,0,received,uc,toulouse,-1330.0,312,6
100000,0,received,uc,toulouse,-1320.0,280,4
100000,0,received,uc,toulouse,-1310.0,183,3
100000,0,received,uc,toulouse,-1300.0,86,2
100000,0,received,uc,toulouse,-1290.0,129,3
100000,0,received,uc,toulouse,-1260.0,43,1
100000,0,received,uc,toulouse,-1250.0,110,2
100000,0,received,uc,toulouse,-1240.0,86,2
100000,0,received,uc,toulouse,-1230.0,226,4
100000,0,received,uc,toulouse,-1220.0,140,2
100000,0,received,uc,toulouse,-1200.0,43,1
100000,0,received,uc,toulouse,-1190.0,43,1
100000,0,received,uc,toulouse,-1050.0,43,1
100000,0,received,uc,toulouse,-960.0,43,1
100000,0,received,uc,toulouse,10.0,114660,90
100000,0,received,uc,toulouse,40.0,645,15
100000,0,received,uc,toulouse,140.0,43,1
100000,0,received,uc,toulouse,150.0,129,3
100000,0,received,uc,toulouse,160.0,86,2
100000,0,received,uc,toulouse,170.0,43,1
100000,0,received,uc,toulouse,190.0,43,1
100000,0,received,uc,toulouse,200.0,86,2
100000,0,received,uc,toulouse,220.0,172,4
100000,0,received,uc,toulouse,230.0,43,1
100000,0,sent,fc,source,0.0,14808,12
100000,0,sent,fc,source,10.0,10353,9
100000,0,sent,fc,source,20.0,1284,1
100000,0,sent,fc,source,30.0,9069,8
100000,0,sent,fc,source,50.0,1284,1
100000,0,sent,fc,source,60.0,10419,9
100000,0,sent,fc,source,80.0,1284,1
100000,0,sent,fc,source,90.0,10419,9
100000,0,sent,fc,source,100.0,1284,1
100000,0,sent,fc,source,120.0,11769,10
100000,0,sent,fc,source,130.0,1284,1
100000,0,sent,fc,source,150.0,11769,10
100000,0,sent,fc,source,160.0,1284,1
100000,0,sent,fc,source,180.0,3852,3
100000,0,sent,uc,source,-1940.0,1730,4
100000,0,sent,uc,source,-1930.0,5922,13
100000,0,sent,uc,source,-1920.0,5753,12
100000,0,sent,uc,source,-1910.0,5301,15
100000,0,sent,uc,source,-1900.0,11774,27
100000,0,sent,uc,source,-1890.0,15614,39
100000,0,sent,uc,source,-1880.0,13613,33
100000,0,sent,uc,source,-1870.0,3962,18
100000,0,sent,uc,source,-1860.0,4730,19
100000,0,sent,uc,source,-1850.0,19539,44
100000,0,sent,uc,source,-1840.0,19715,46
100000,0,sent,uc,source,-1830.0,30613,68
100000,0,sent,uc,source,-1820.0,2789,19
100000,0,sent,uc,source,-1810.0,21609,58
100000,0,sent,uc,source,-1800.0,12207,29
100000,0,sent,uc,source,-1790.0,7565,20
100000,0,sent,uc,source,-1780.0,18881,40
100000,0,sent,uc,source,-1770.0,4063,17
100000,0,sent,uc,source,-1760.0,9834,29
100000,0,sent,uc,source,-1750.0,5742,13
100000,0,sent,uc,source,-1740.0,3366,21
100000,0,sent,uc,source,-1730.0,2035,9
100000,0,sent,uc,source,-1720.0,5204,14
100000,0,sent,uc,source,-1710.0,9145,29
100000,0,sent,uc,source,-1700.0,9565,24
100000,0,sent,uc,source,-1690.0,19370,43
100000,0,sent,uc,source,-1680.0,20974,47
100000,0,sent,uc,source,-1670.0,10971,28
100000,0,sent,uc,source,-1660.0,16341,40
100000,0,sent,uc,source,-1650.0,28005,66
100000,0,sent,uc,source,-1640.0,20218,51
100000,0,sent,uc,source,-1630.0,22703,56
100000,0,sent,uc,source,-1620.0,26060,68
100000,0,sent,uc,source,-1610.0,17277,47
100000,0,sent,uc,source,-1600.0,18411,43
100000,0,sent,uc,source,-1590.0,19854,53
100000,0,sent,uc,source,-1580.0,13907,39
100000,0,sent,uc,source,-1570.0,12712,42
100000,0,sent,uc,source,-1560.0,14302,44
100000,0,sent,uc,source,-1550.0,12515,37
100000,0,sent,uc,source,-1540.0,11617,37
100000,0,sent,uc,source,-1530.0,13351,40
100000,0,sent,uc,source,-1520.0,15630,42
100000,0,sent,uc,source,-1510.0,16724,44
100000,0,sent,uc,source,-1500.0,14557,36
100000,0,sent,uc,source,-1490.0,17892,45
100000,0,sent,uc,source,-1480.0,14376,40
100000,0,sent,uc,source,-1470.0,11220,31
100000,0,sent,uc,source,-1460.0,4835,22
100000,0,sent,uc,source,-1450.0,20480,61
100000,0,sent,uc,source,-1440.0,1046,18
100000,0,sent,uc,source,-1430.0,15572,44
100000,0,sent,uc,source,-1420.0,18495,48
100000,0,sent,uc,source,-1410.0,18631,52
100000,0,sent,uc,source,-1400.0,10117,25
100000,0,sent,uc,source,-1390.0,15758,39
100000,0,sent,uc,source,-1380.0,11000,27
100000,0,sent,uc,source,-1370.0,6659,24
100000,0,sent,uc,source,-1360.0,7450,26
100000,0,sent,uc,source,-1350.0,5951,18
100000,0,sent,uc,source,-1340.0,2402,16
100000,0,sent,uc,source,-1330.0,1701,16
100000,0,sent,uc,source,-1320.0,603,9
100000,0,sent,uc,source,-1310.0,495,9
100000,0,sent,uc,source,-1300.0,172,4
100000,0,sent,uc,source,-1290.0,215,5
100000,0,sent,uc,source,-1260.0,43,1
100000,0,sent,uc,source,-1250.0,110,2
100000,0,sent,uc,source,-1240.0,86,2
100000,0,sent,uc,source,-1230.0,269,5
100000,0,sent,uc,source,-1220.0,140,2
100000,0,sent,uc,source,-1200.0,43,1
100000,0,sent,uc,source,-1190.0,43,1
100000,0,sent,uc,source,-1050.0,43,1
100000,0,sent,uc,source,-960.0,43,1
100000,0,sent,uc,source,-900.0,1730,4
100000,0,sent,uc,source,-890.0,732,1
100000,0,sent,uc,source,-880.0,1827,5
100000,0,sent,uc,source,-870.0,43,1
100000,0,sent,uc,source,-860.0,732,1
100000,0,sent,uc,source,-840.0,97,1
100000,0,sent,uc,source,-820.0,43,1
100000,0,sent,uc,source,10.0,685412,538
100000,0,sent,uc,source,40.0,645,15
100000,0,sent,uc,source,100.0,86,2
100000,0,sent,uc,source,110.0,215,5
100000,0,sent,uc,source,120.0,86,2
100000,0,sent,uc,source,130.0,818,19
100000,0,sent,uc,source,140.0,1032,24
100000,0,sent,uc,source,150.0,129,3
100000,0,sent,uc,source,160.0,731,17
100000,0,sent,uc,source,170.0,1806,42
100000,0,sent,uc,source,180.0,731,17
100000,0,sent,uc,source,190.0,1075,25
100000,0,sent,uc,source,200.0,2838,66
100000,0,sent,uc,source,210.0,387,9
100000,0,sent,uc,source,220.0,172,4
100000,0,sent,uc,source,230.0,172,4
100000,1,received,fc,nancy,0.0,1110600,900
100000,1,received,fc,nancy,20.0,776475,675
100000,1,received,fc,nancy,40.0,96300,75
100000,1,received,fc,nancy,50.0,680175,600
100000,1,received,fc,nancy,70.0,96300,75
100000,1,received,fc,nancy,80.0,781425,675
100000,1,received,fc,nancy,100.0,96300,75
100000,1,received,fc,nancy,110.0,781425,675
100000,1,received,fc,nancy,130.0,96300,75
100000,1,received,fc,nancy,140.0,882675,750
100000,1,received,fc,nancy,160.0,96300,75
100000,1,received,fc,nancy,170.0,882675,750
100000,1,received,fc,nancy,190.0,96300,75
100000,1,received,fc,nancy,200.0,983925,825
100000,1,received,fc,nancy,220.0,96300,75
100000,1,received,fc,nancy,230.0,294150,300
100000,1,received,fc,nantes,0.0,1110600,900
100000,1,received,fc,nantes,20.0,776475,675
100000,1,received,fc,nantes,40.0,96300,75
100000,1,received,fc,nantes,50.0,680175,600
100000,1,received,fc,nantes,70.0,96300,75
100000,1,received,fc,nantes,80.0,781425,675
100000,1,received,fc,nantes,100.0,96300,75
100000,1,received,fc,nantes,110.0,781425,675
100000,1,received,fc,nantes,130.0,96300,75
100000,1,received,fc,nantes,140.0,882675,750
100000,1,received,fc,nantes,160.0,96300,75
100000,1,received,fc,nantes,170.0,882675,750
100000,1,received,fc,nantes,190.0,96300,75
100000,1,received,fc,nantes,200.0,983925,825
100000,1,received,fc,nantes,220.0,96300,75
100000,1,received,fc,nantes,230.0,294150,300
100000,1,received,fc,rennes,-10.0,1284,1
100000,1,received,fc,rennes,0.0,1109316,899
100000,1,received,fc,rennes,20.0,776475,675
100000,1,received,fc,rennes,40.0,96300,75
100000,1,received,fc,rennes,50.0,680175,600
100000,1,received,fc,rennes,70.0,96300,75
100000,1,received,fc,rennes,80.0,781425,675
100000,1,received,fc,rennes,100.0,96300,75
100000,1,received,fc,rennes,110.0,781425,675
100000,1,received,fc,rennes,130.0,96300,75
100000,1,received,fc,rennes,140.0,882675,750
100000,1,received,fc,rennes,160.0,96300,75
100000,1,received,fc,rennes,170.0,882675,750
100000,1,received,fc,rennes,190.0,96300,75
100000,1,received,fc,rennes,200.0,983925,825
100000,1,received,fc,rennes,220.0,96300,75
100000,1,received,fc,rennes,230.0,294150,300
100000,1,received,fc,toulouse,0.0,1110600,900
100000,1,received,fc,toulouse,20.0,776475,675
100000,1,received,fc,toulouse,40.0,96300,75
100000,1,received,fc,toulouse,50.0,680175,600
100000,1,received,fc,toulouse,70.0,96300,75
100000,1,received,fc,toulouse,80.0,781425,675
100000,1,received,fc,toulouse,100.0,96300,75
100000,1,received,fc,toulouse,110.0,781425,675
100000,1,received,fc,toulouse,130.0,96300,75
100000,1,received,fc,toulouse,140.0,882675,750
100000,1,received,fc,toulouse,160.0,96300,75
100000,1,received,fc,toulouse,170.0,882675,750
100000,1,received,fc,toulouse,190.0,96300,75
100000,1,received,fc,toulouse,200.0,983925,825
100000,1,received,fc,toulouse,220.0,96300,75
100000,1,received,fc,toulouse,230.0,294150,300
100000,1,received,uc,nancy,-2040.0,8538,12
100000,1,received,uc,nancy,-2030.0,10831,16
100000,1,received,uc,nancy,-2020.0,17395,27
100000,1,received,uc,nancy,-2010.0,21253,36
100000,1,received,uc,nancy,-2000.0,24971,43
100000,1,received,uc,nancy,-1990.0,5383,19
100000,1,received,uc,nancy,-1980.0,6381,19
100000,1,received,uc,nancy,-1970.0,19444,31
100000,1,received,uc,nancy,-1960.0,33068,48
100000,1,received,uc,nancy,-1950.0,16095,34
100000,1,received,uc,nancy,-1940.0,3424,19
100000,1,received,uc,nancy,-1930.0,484,10
100000,1,received,uc,nancy,-1920.0,43,1
100000,1,received,uc,nancy,-1830.0,2846,4
100000,1,received,uc,nancy,-1820.0,10002,14
100000,1,received,uc,nancy,-1810.0,7350,12
100000,1,received,uc,nancy,-1800.0,5419,12
100000,1,received,uc,nancy,-1790.0,323,5
100000,1,received,uc,nancy,-1780.0,86,2
100000,1,received,uc,nancy,-1760.0,5692,8
100000,1,received,uc,nancy,-1750.0,4310,6
100000,1,received,uc,nancy,-1740.0,12310,19
100000,1,received,uc,nancy,-1730.0,21888,36
100000,1,received,uc,nancy,-1720.0,12037,23
100000,1,received,uc,nancy,-1710.0,9777,23
100000,1,received,uc,nancy,-1700.0,9814,18
100000,1,received,uc,nancy,-1690.0,1884,8
100000,1,received,uc,nancy,-1680.0,323,5
100000,1,received,uc,nancy,-1670.0,43,1
100000,1,received,uc,nancy,-750.0,5692,8
100000,1,received,uc,nancy,-740.0,1464,2
100000,1,received,uc,nancy,-730.0,194,2
100000,1,received,uc,nancy,-720.0,86,2
100000,1,received,uc,nancy,20.0,61152,48
100000,1,received,uc,nancy,30.0,540176,424
100000,1,received,uc,nancy,40.0,163072,128
100000,1,received,uc,nancy,120.0,43,1
100000,1,received,uc,nancy,150.0,430,10
100000,1,received,uc,nancy,180.0,172,4
100000,1,received,uc,nancy,200.0,43,1
100000,1,received,uc,nancy,210.0,216,5
100000,1,received,uc,nancy,230.0,129,3
100000,1,received,uc,nancy,240.0,259,6
100000,1,received,uc,nantes,-1970.0,5692,8
100000,1,received,uc,nantes,-1950.0,6424,9
100000,1,received,uc,nantes,-1940.0,732,1
100000,1,received,uc,nantes,-1930.0,732,1
100000,1,received,uc,nantes,-1920.0,926,3
100000,1,received,uc,nantes,-1910.0,20019,29
100000,1,received,uc,nantes,-1900.0,3029,7
100000,1,received,uc,nantes,-1890.0,15819,23
100000,1,received,uc,nantes,-1880.0,27121,39
100000,1,received,uc,nantes,-1870.0,8276,15
100000,1,received,uc,nantes,-1860.0,9822,17
100000,1,received,uc,nantes,-1850.0,10971,18
100000,1,received,uc,nantes,-1840.0,4558,19
100000,1,received,uc,nantes,-1830.0,7684,16
100000,1,received,uc,nantes,-1820.0,4719,13
100000,1,received,uc,nantes,-1810.0,10443,23
100000,1,received,uc,nantes,-1800.0,6661,12
100000,1,received,uc,nantes,-1790.0,1744,6
100000,1,received,uc,nantes,-1780.0,2476,7
100000,1,received,uc,nantes,-1770.0,183,3
100000,1,received,uc,nantes,-1760.0,6166,14
100000,1,received,uc,nantes,-1750.0,11427,17
100000,1,received,uc,nantes,-1740.0,5864,12
100000,1,received,uc,nantes,-1730.0,14312,20
100000,1,received,uc,nantes,-1720.0,10002,14
100000,1,received,uc,nantes,-1710.0,6065,11
100000,1,received,uc,nantes,-1700.0,6797,12
100000,1,received,uc,nantes,-1690.0,6209,15
100000,1,received,uc,nantes,-1680.0,7673,17
100000,1,received,uc,nantes,-1670.0,7339,13
100000,1,received,uc,nantes,-1660.0,4579,11
100000,1,received,uc,nantes,-1650.0,6844,15
100000,1,received,uc,nantes,-1640.0,7296,12
100000,1,received,uc,nantes,-1630.0,3858,9
100000,1,received,uc,nantes,-1620.0,4590,10
100000,1,received,uc,nantes,-1610.0,1647,5
100000,1,received,uc,nantes,-1600.0,969,4
100000,1,received,uc,nantes,-1590.0,183,3
100000,1,received,uc,nantes,-1580.0,280,4
100000,1,received,uc,nantes,-1570.0,43,1
100000,1,received,uc,nantes,-1560.0,86,2
100000,1,received,uc,nantes,-760.0,2846,4
100000,1,received,uc,nantes,-750.0,5692,8
100000,1,received,uc,nantes,-740.0,6424,9
100000,1,received,uc,nantes,-730.0,732,1
100000,1,received,uc,nantes,-720.0,1464,2
100000,1,received,uc,nantes,-710.0,926,3
100000,1,received,uc,nantes,-700.0,194,2
100000,1,received,uc,nantes,-690.0,183,3
100000,1,received,uc,nantes,-680.0,43,1
100000,1,received,uc,nantes,-670.0,86,2
100000,1,received,uc,nantes,20.0,95778,75
100000,1,received,uc,nantes,30.0,478796,376
100000,1,received,uc,nantes,40.0,149058,117
100000,1,received,uc,nantes,120.0,43,1
100000,1,received,uc,nantes,130.0,258,6
100000,1,received,uc,nantes,160.0,860,20
100000,1,received,uc,nantes,170.0,43,1
100000,1,received,uc,nantes,180.0,129,3
100000,1,received,uc,nantes,190.0,344,8
100000,1,received,uc,nantes,200.0,43,1
100000,1,received,uc,nantes,210.0,172,4
100000,1,received,uc,nantes,220.0,473,11
100000,1,received,uc,nantes,240.0,130,3
100000,1,received,uc,nantes,250.0,215,5
100000,1,received,uc,rennes,-2000.0,2846,4
100000,1,received,uc,rennes,-1980.0,732,1
100000,1,received,uc,rennes,-1970.0,11384,16
100000,1,received,uc,rennes,-1960.0,97,1
100000,1,received,uc,rennes,-1950.0,10734,15
100000,1,received,uc,rennes,-1940.0,775,2
100000,1,received,uc,rennes,-1930.0,2487,6
100000,1,received,uc,rennes,-1920.0,5714,8
100000,1,received,uc,rennes,-1910.0,14725,27
100000,1,received,uc,rennes,-1900.0,775,2
100000,1,received,uc,rennes,-1890.0,4478,8
100000,1,received,uc,rennes,-1880.0,140,2
100000,1,received,uc,rennes,-1870.0,582,6
