time,cluster,msg_size,smoothed_rtt
39.43007,nancy,10000,9.616079
48.291626,nancy,10000,8.649334
56.88889,nancy,10000,8.51297
65.3644,nancy,10000,8.423941
51.194088,rennes,10000,15.818127
66.58223,rennes,10000,14.797827
81.54726,rennes,10000,14.853602
96.29182,rennes,10000,14.6714
37.35966,nancy,10000,10.212765
46.310104,nancy,10000,8.702511
55.066723,nancy,10000,8.567807
63.698887,nancy,10000,8.486603
29.189255,lyon,10000,14.86994
43.47221,lyon,10000,13.984532
57.468655,lyon,10000,13.889797
71.491264,lyon,10000,13.884392
29.402409,lyon,10000,14.7737875
43.65963,lyon,10000,13.953336
57.640224,lyon,10000,13.854789
71.46823,lyon,10000,13.758523
29.232464,lyon,10000,14.790052
43.37904,lyon,10000,13.869759
57.33844,lyon,10000,13.8556385
71.21676,lyon,10000,13.748821
29.320648,lyon,10000,14.822018
43.62301,lyon,10000,13.932956
57.777153,lyon,10000,13.890764
71.8896,lyon,10000,13.760843
28.89846,lyon,10000,14.698798
43.17788,lyon,10000,13.936072
57.077183,lyon,10000,13.707772
70.80104,lyon,10000,13.660995
35.04179,nantes,10000,17.683315
52.201767,nantes,10000,16.86045
68.99246,nantes,10000,16.562517
85.664734,nantes,10000,16.537699
35.47908,nantes,10000,17.710848
52.658653,nantes,10000,16.852425
69.26753,nantes,10000,16.49039
85.86282,nantes,10000,16.533482
34.868416,nantes,10000,17.457277
51.977528,nantes,10000,16.665369
68.644585,nantes,10000,16.5483
85.19742,nantes,10000,16.453697
34.876884,nantes,10000,17.71096
51.934326,nantes,10000,16.601631
68.61719,nantes,10000,16.562971
85.19093,nantes,10000,16.50329
33.27268,nancy,10000,9.546052
42.789433,nancy,10000,8.776862
51.55905,nancy,10000,8.526455
60.31029,nancy,10000,8.605932
34.93584,nantes,10000,17.420694
52.026096,nantes,10000,16.671284
68.70097,nantes,10000,16.543114
85.411,nantes,10000,16.576105
31.552412,rennes,10000,15.852986
46.975273,rennes,10000,14.96545
61.88555,rennes,10000,14.805844
76.67679,rennes,10000,14.737357
49.066975,rennes,10000,15.56761
64.11649,rennes,10000,14.772839
78.91447,rennes,10000,14.694307
93.732796,rennes,10000,14.689996
71.1643,rennes,10000,32.424828
86.494995,rennes,10000,14.893695
101.60878,rennes,10000,14.853154
116.603004,rennes,10000,14.854974
49.899414,rennes,10000,16.55771
65.08345,rennes,10000,14.87282
80.034035,rennes,10000,14.828073
94.908104,rennes,10000,14.748604
44.261795,rennes,10000,15.93562
59.720142,rennes,10000,14.989657
74.847855,rennes,10000,14.872723
89.61959,rennes,10000,14.7167425
38.084106,nancy,10000,9.451077
47.376137,nancy,10000,8.597164
56.22156,nancy,10000,8.579112
64.88972,nancy,10000,8.510116
32.778805,nancy,10000,10.332661
41.893368,nancy,10000,8.709044
50.66676,nancy,10000,8.507815
59.41017,nancy,10000,8.597872
36.15653,nancy,10000,9.515858
45.03139,nancy,10000,8.66069
53.55268,nancy,10000,8.437038
62.256752,nancy,10000,8.491273
30.79596,nancy,10000,10.300734
39.67181,nancy,10000,8.644651
48.328136,nancy,10000,8.571229
56.975372,nancy,10000,8.594012
38.438625,nancy,10000,10.414773
47.623272,nancy,10000,8.7540655
56.26292,nancy,10000,8.556362
64.82285,nancy,10000,8.449031
34.426563,nancy,10000,9.623805
43.908592,nancy,10000,8.8407755
52.638123,nancy,10000,8.596767
61.32903,nancy,10000,8.637024
41.298832,nantes,10000,17.39757
58.26827,nantes,10000,16.617577
74.8513,nantes,10000,16.436243
91.30389,nantes,10000,16.315985
46.367954,nantes,10000,18.19464
63.36377,nantes,10000,16.613485
80.09116,nantes,10000,16.486898
96.64095,nantes,10000,16.473091
50.99978,nantes,10000,18.252329
68.01603,nantes,10000,16.634096
84.58224,nantes,10000,16.420895
101.23382,nantes,10000,16.49751
41.43033,nantes,10000,24.224085
58.18901,nantes,10000,16.42585
74.840385,nantes,10000,16.533237
91.40044,nantes,10000,16.497797
45.835793,nantes,10000,28.446344
62.886955,nantes,10000,16.663574
79.50805,nantes,10000,16.488012
96.14686,nantes,10000,16.503366
29.139753,lyon,10000,14.947582
43.64713,lyon,10000,13.942411
57.53767,lyon,10000,13.760695
71.43462,lyon,10000,13.827688
29.34954,lyon,10000,15.260429
43.525562,lyon,10000,13.869996
57.57006,lyon,10000,13.819336
71.51913,lyon,10000,13.892619
29.548204,lyon,10000,15.244044
43.97976,lyon,10000,13.981899
58.067295,lyon,10000,13.825387
72.0911,lyon,10000,13.84676
36.177074,lyon,10000,14.823755
50.3482,lyon,10000,13.892932
64.43584,lyon,10000,13.850024
78.26741,lyon,10000,13.774337
32.850807,nancy,10000,10.71633
41.72281,nancy,10000,8.599244
50.644833,nancy,10000,8.652106
59.381966,nancy,10000,8.592081
39.838963,lyon,10000,14.7793045
53.937332,lyon,10000,13.734785
67.85779,lyon,10000,13.797899
81.751335,lyon,10000,13.835645
29.138172,lyon,10000,14.843956
43.790073,lyon,10000,13.970593
57.948532,lyon,10000,13.90523
71.92189,lyon,10000,13.835234
29.313553,lyon,10000,14.912558
43.99184,lyon,10000,13.971686
58.033653,lyon,10000,13.784732
72.07614,lyon,10000,13.905167
29.59057,lyon,10000,15.093628
44.356464,lyon,10000,14.082852
58.4023,lyon,10000,13.792658
72.41112,lyon,10000,13.87087
29.318,lyon,10000,14.923074
44.13187,lyon,10000,14.069713
58.50694,lyon,10000,13.965372
72.44348,lyon,10000,13.797
29.355597,lyon,10000,14.886766
44.141052,lyon,10000,14.00984
58.33858,lyon,10000,13.92892
72.30418,lyon,10000,13.824656
56.84996,nantes,10000,39.42608
73.900696,nantes,10000,16.612955
90.64746,nantes,10000,16.499458
107.20263,nantes,10000,16.421173
35.987556,nantes,10000,17.564625
52.784584,nantes,10000,16.499184
69.20589,nantes,10000,16.303026
85.715775,nantes,10000,16.450722
34.66903,nantes,10000,17.460472
51.58433,nantes,10000,16.600903
68.2321,nantes,10000,16.523052
84.786316,nantes,10000,16.487894
34.719795,nantes,10000,17.299597
51.907993,nantes,10000,16.651606
68.54486,nantes,10000,16.52261
85.161865,nantes,10000,16.484991
36.266567,nancy,10000,10.049006
45.790333,nancy,10000,8.719612
54.69255,nancy,10000,8.634594
63.418373,nancy,10000,8.576649
38.619324,nantes,10000,18.18328
55.744648,nantes,10000,16.580212
72.37564,nantes,10000,16.497152
88.772484,nantes,10000,16.322502
47.186264,rennes,10000,18.229593
62.381374,rennes,10000,14.862391
77.442444,rennes,10000,14.821666
92.30915,rennes,10000,14.739082
52.695362,rennes,10000,19.012548
67.94019,rennes,10000,14.931662
82.826775,rennes,10000,14.784514
97.73818,rennes,10000,14.782926
55.489613,rennes,10000,16.698671
70.69672,rennes,10000,14.8611965
85.55518,rennes,10000,14.744893
100.44107,rennes,10000,14.755659
