cluster,run_index,msg_size,start,end,duration
nancy,0,10000,5132.0225,5132.173,0.15049999999973807
nancy,0,10000,5132.0225,5184.7026,52.680099999999584
rennes,0,10000,5006.544,5006.658,0.11400000000048749
rennes,0,10000,5006.544,5058.3643,51.820300000000316
nancy,0,10000,4917.8936,4918.046,0.15239999999994325
nancy,0,10000,4917.8936,4970.1523,52.25869999999941
lyon,0,10000,5012.5156,5012.6123,0.0967000000000553
lyon,0,10000,5012.5156,5057.703,45.18740000000071
lyon,0,10000,5017.4946,5017.6084,0.11380000000008295
lyon,0,10000,5017.4946,5063.405,45.910399999999754
lyon,0,10000,5024.5728,5024.6685,0.09569999999985157
lyon,0,10000,5024.5728,5076.721,52.14819999999963
lyon,0,10000,5030.317,5030.401,0.08399999999983265
lyon,0,10000,5030.317,5082.904,52.587000000000444
lyon,0,10000,5036.5767,5036.674,0.09730000000035943
lyon,0,10000,5036.5767,5082.1025,45.525800000000345
nantes,0,10000,5003.286,5003.445,0.15899999999965075
nantes,0,10000,5003.286,5051.1167,47.830699999999524
nantes,0,10000,5009.4824,5009.6655,0.183100000000195
nantes,0,10000,5009.4824,5055.237,45.75460000000021
nantes,0,10000,5015.825,5015.982,0.1570000000001528
nantes,0,10000,5015.825,5067.584,51.759000000000015
nantes,0,10000,5022.261,5022.4062,0.1451999999999316
nantes,0,10000,5022.261,5072.6143,50.35329999999976
nancy,0,10000,5135.832,5135.983,0.15099999999983993
nancy,0,10000,5135.832,5189.958,54.125999999999294
nantes,0,10000,5027.418,5027.577,0.15900000000056025
nantes,0,10000,5027.418,5078.4893,51.07130000000052
rennes,0,10000,4989.778,4995.7744,5.996399999999994
rennes,0,10000,4989.778,5035.4224,45.64440000000013
rennes,0,10000,4994.5244,5000.52,5.995600000000195
rennes,0,10000,4994.5244,5045.0835,50.55909999999949
rennes,0,10000,4999.6846,5005.563,5.878400000000511
rennes,0,10000,4999.6846,5045.847,46.16240000000016
rennes,0,10000,5004.498,5010.47,5.972000000000662
rennes,0,10000,5004.498,5052.348,47.850000000000364
rennes,0,10000,5009.599,5015.5967,5.997699999999895
rennes,0,10000,5009.599,5060.5205,50.92149999999947
nancy,0,10000,5070.852,5070.9062,0.054200000000491855
nancy,0,10000,5070.852,5125.503,54.65099999999984
nancy,0,10000,5074.479,5074.5337,0.05469999999968422
nancy,0,10000,5074.479,5129.2134,54.73439999999937
nancy,0,10000,5078.725,5078.7896,0.06459999999970023
nancy,0,10000,5078.725,5132.8765,54.15149999999994
nancy,0,10000,5082.6387,5082.6924,0.0536999999994805
nancy,0,10000,5082.6387,5141.6396,59.0009
nancy,0,10000,5140.166,5140.315,0.14899999999943248
nancy,0,10000,5140.166,5191.0317,50.86569999999938
nancy,0,10000,5086.9854,5087.0396,0.054200000000491855
nancy,0,10000,5086.9854,5140.5586,53.573200000000725
nantes,0,10000,4949.4717,4949.59,0.11830000000009022
nantes,0,10000,4949.4717,4997.6577,48.185999999999694
nantes,0,10000,4955.5913,4955.7295,0.1382000000003245
nantes,0,10000,4955.5913,5007.7993,52.20799999999963
nantes,0,10000,4960.937,4961.061,0.12399999999979627
nantes,0,10000,4960.937,5011.324,50.386999999999716
nantes,0,10000,4967.801,4967.9395,0.13850000000002183
nantes,0,10000,4967.801,5017.724,49.922999999999774
nantes,0,10000,4973.798,4973.9214,0.12340000000040163
nantes,0,10000,4973.798,5023.251,49.45300000000043
lyon,0,10000,4928.0225,4928.164,0.1414999999997235
lyon,0,10000,4928.0225,4975.4683,47.44580000000042
lyon,0,10000,4934.2183,4934.374,0.15569999999934225
lyon,0,10000,4934.2183,4983.3584,49.14009999999962
lyon,0,10000,4940.078,4940.2944,0.21639999999933934
lyon,0,10000,4940.078,4985.3755,45.29749999999967
lyon,0,10000,4947.4326,4947.5835,0.15089999999963766
lyon,0,10000,4947.4326,4999.407,51.97440000000006
nancy,0,10000,5144.3506,5144.505,0.1544000000003507
nancy,0,10000,5144.3506,5197.082,52.731400000000576
lyon,0,10000,4952.7173,4952.8584,0.14109999999982392
lyon,0,10000,4952.7173,5002.872,50.15470000000005
lyon,0,10000,4553.5054,4553.65,0.14459999999962747
lyon,0,10000,4553.5054,4602.4473,48.941899999999805
lyon,0,10000,4563.9385,4564.089,0.15049999999973807
lyon,0,10000,4563.9385,4617.5527,53.61419999999998
lyon,0,10000,4575.6494,4575.8647,0.21529999999984284
lyon,0,10000,4575.6494,4624.048,48.39859999999953
lyon,0,10000,4586.417,4586.578,0.1610000000000582
lyon,0,10000,4586.417,4639.2183,52.80130000000008
lyon,0,10000,4598.1562,4598.38,0.22379999999975553
lyon,0,10000,4598.1562,4646.887,48.73079999999936
nantes,0,10000,4920.7256,4920.8276,0.10199999999986176
nantes,0,10000,4920.7256,4969.0664,48.340799999999945
nantes,0,10000,4927.168,4927.2705,0.10249999999996362
nantes,0,10000,4927.168,4973.6836,46.51560000000063
nantes,0,10000,4932.902,4932.982,0.07999999999992724
