cluster,msg_size,start,end,duration
nancy,1000,5010.8184,5010.8184,0
nancy,1000,4965.0415,4965.0415,0
nancy,1000,5014.8706,5014.8706,0
nancy,1000,4968.876,4968.876,0
nancy,1000,5019.523,5019.523,0
nancy,1000,4973.192,4973.192,0
nancy,1000,5023.4297,5023.4297,0
nancy,1000,4977.2344,4977.2344,0
nancy,1000,5026.916,5026.916,0
rennes,1000,4884.93,4884.93,0
rennes,1000,4929.2095,4929.2095,0
rennes,1000,4889.4565,4889.4565,0
rennes,1000,4934.347,4934.347,0
rennes,1000,4894.4453,4894.4453,0
rennes,1000,4940.005,4940.005,0
rennes,1000,4899.019,4899.019,0
rennes,1000,4943.994,4943.994,0
lyon,1000,5105.5386,5105.5386,0
lyon,1000,5151.7295,5151.7295,0
nancy,1000,5205.0957,5205.0957,0
nancy,1000,5256.5034,5256.5034,0
rennes,1000,4932.1416,4932.1416,0
rennes,1000,4979.066,4979.066,0
rennes,1000,5078.0664,5078.0664,0
rennes,1000,5124.595,5124.595,0
rennes,1000,5082.271,5082.271,0
rennes,1000,5128.4507,5128.4507,0
rennes,1000,5087.04,5087.04,0
rennes,1000,5133.4053,5133.4053,0
rennes,1000,5092.266,5092.266,0
rennes,1000,5138.304,5138.304,0
rennes,1000,5096.4863,5096.4863,0
rennes,1000,5142.2666,5142.2666,0
nantes,1000,5055.466,5055.466,0
nantes,1000,5100.987,5100.987,0
nantes,1000,5061.655,5061.655,0
nantes,1000,5107.5347,5107.5347,0
nantes,1000,5067.4824,5067.4824,0
nantes,1000,5113.9087,5113.9087,0
nantes,1000,5073.9263,5073.9263,0
nantes,1000,5119.108,5119.108,0
lyon,1000,5111.6094,5111.6094,0
lyon,1000,5157.773,5157.773,0
nantes,1000,5079.689,5079.689,0
nantes,1000,5125.7437,5125.7437,0
nantes,1000,5046.6113,5046.6113,0
nantes,1000,5092.645,5092.645,0
nantes,1000,5052.779,5052.779,0
nantes,1000,5099.125,5099.125,0
nantes,1000,5057.944,5057.944,0
nantes,1000,5103.1816,5103.1816,0
nantes,1000,5064.189,5064.189,0
nantes,1000,5110.111,5110.111,0
nantes,1000,5069.8394,5069.8394,0
nantes,1000,5114.9463,5114.9463,0
nancy,1000,5144.225,5144.225,0
nancy,1000,5195.3945,5195.3945,0
nancy,1000,5147.935,5147.935,0
nancy,1000,5199.593,5199.593,0
nancy,1000,5151.861,5151.861,0
nancy,1000,5202.991,5202.991,0
nancy,1000,5155.399,5155.399,0
nancy,1000,5208.0396,5208.0396,0
lyon,1000,5116.684,5116.684,0
lyon,1000,5162.268,5162.268,0
nancy,1000,5159.113,5159.113,0
nancy,1000,5210.5205,5210.5205,0
lyon,1000,5039.088,5039.088,0
lyon,1000,5085.258,5085.258,0
lyon,1000,5045.1235,5045.1235,0
lyon,1000,5090.5566,5090.5566,0
lyon,1000,5050.515,5050.515,0
lyon,1000,5095.959,5095.959,0
lyon,1000,5057.01,5057.01,0
lyon,1000,5102.7554,5102.7554,0
lyon,1000,5062.742,5062.742,0
lyon,1000,5108.63,5108.63,0
lyon,1000,5014.254,5014.254,0
lyon,1000,5060.3374,5060.3374,0
lyon,1000,5020.351,5020.351,0
lyon,1000,5066.9023,5066.9023,0
lyon,1000,5026.0493,5026.0493,0
lyon,1000,5071.883,5071.883,0
lyon,1000,5032.0986,5032.0986,0
lyon,1000,5077.7153,5077.7153,0
lyon,1000,5123.314,5123.314,0
lyon,1000,5169.0693,5169.0693,0
lyon,1000,5037.518,5037.518,0
lyon,1000,5083.252,5083.252,0
rennes,1000,5030.384,5030.384,0
rennes,1000,5075.759,5075.759,0
rennes,1000,5034.7036,5034.7036,0
rennes,1000,5081.4688,5081.4688,0
rennes,1000,5039.653,5039.653,0
rennes,1000,5086.1113,5086.1113,0
rennes,1000,5044.6465,5044.6465,0
rennes,1000,5091.026,5091.026,0
rennes,1000,5049.4814,5049.4814,0
rennes,1000,5095.7847,5095.7847,0
nantes,1000,4977.466,4977.466,0
nantes,1000,5023.3486,5023.3486,0
nantes,1000,4983.6406,4983.6406,0
nantes,1000,5028.893,5028.893,0
nantes,1000,4989.281,4989.281,0
nantes,1000,5034.5376,5034.5376,0
nantes,1000,4995.68,4995.68,0
nantes,1000,5041.049,5041.049,0
lyon,1000,5128.3857,5128.3857,0
lyon,1000,5173.851,5173.851,0
nantes,1000,5001.36,5001.36,0
nantes,1000,5046.5835,5046.5835,0
nantes,1000,4973.5977,4973.5977,0
nantes,1000,5018.8994,5018.8994,0
nantes,1000,4980.0015,4980.0015,0
nantes,1000,5025.3804,5025.3804,0
nantes,1000,4985.25,4985.25,0
nantes,1000,5031.0503,5031.0503,0
nantes,1000,4992.2417,4992.2417,0
nantes,1000,5038.198,5038.198,0
nantes,1000,4998.136,4998.136,0
nantes,1000,5044.7334,5044.7334,0
lyon,1000,4951.824,4951.824,0
lyon,1000,4997.878,4997.878,0
lyon,1000,4957.7705,4957.7705,0
lyon,1000,5004.1514,5004.1514,0
lyon,1000,4962.7627,4962.7627,0
lyon,1000,5008.5957,5008.5957,0
lyon,1000,4969.176,4969.176,0
lyon,1000,5015.2856,5015.2856,0
nancy,1000,5189.2427,5189.2427,0
nancy,1000,5240.095,5240.095,0
lyon,1000,4974.497,4974.497,0
lyon,1000,5020.627,5020.627,0
nancy,1000,5067.0337,5067.0337,0
nancy,1000,5117.776,5117.776,0
nancy,1000,5070.736,5070.736,0
nancy,1000,5121.696,5121.696,0
nancy,1000,5074.5537,5074.5537,0
nancy,1000,5125.3286,5125.3286,0
nancy,1000,5078.552,5078.552,0
nancy,1000,5129.3745,5129.3745,0
nancy,1000,5082.558,5082.558,0
nancy,1000,5133.627,5133.627,0
nancy,1000,5041.3228,5041.3228,0
nancy,1000,5092.5874,5092.5874,0
nancy,1000,5045.0103,5045.0103,0
nancy,1000,5095.8647,5095.8647,0
nancy,1000,5048.9604,5048.9604,0
nancy,1000,5100.2085,5100.2085,0
nancy,1000,5053.069,5053.069,0
nancy,1000,5104.415,5104.415,0
nancy,1000,5193.1763,5193.1763,0
nancy,1000,5245.6406,5245.6406,0
nancy,1000,5057.0513,5057.0513,0
nancy,1000,5108.209,5108.209,0
rennes,1000,4956.9004,4956.9004,0
rennes,1000,5002.5913,5002.5913,0
rennes,1000,4961.551,4961.551,0
rennes,1000,5007.316,5007.316,0
rennes,1000,4966.2676,4966.2676,0
rennes,1000,5011.9272,5011.9272,0
rennes,1000,4971.375,4971.375,0
rennes,1000,5017.0513,5017.0513,0
rennes,1000,4976.269,4976.269,0
rennes,1000,5021.6685,5021.6685,0
lyon,1000,4918.9224,4918.9224,0
lyon,1000,4964.186,4964.186,0
lyon,1000,4925.029,4925.029,0
lyon,1000,4971.0903,4971.0903,0
lyon,1000,4930.307,4930.307,0
lyon,1000,4977.338,4977.338,0
lyon,1000,4937.1255,4937.1255,0
lyon,1000,4982.5615,4982.5615,0
nancy,1000,5197.279,5197.279,0
nancy,1000,5248.764,5248.764,0
lyon,1000,4942.3003,4942.3003,0
lyon,1000,4987.579,4987.579,0
rennes,1000,4946.2974,4946.2974,0
rennes,1000,4991.9155,4991.9155,0
rennes,1000,4950.751,4950.751,0
rennes,1000,4996.689,4996.689,0
rennes,1000,4955.191,4955.191,0
rennes,1000,5001.22,5001.22,0
rennes,1000,4960.303,4960.303,0
rennes,1000,5006.731,5006.731,0
rennes,1000,4964.7827,4964.7827,0
rennes,1000,5011.028,5011.028,0
nantes,1000,4863.283,4863.283,0
nantes,1000,4908.427,4908.427,0
nantes,1000,4869.4775,4869.4775,0
nantes,1000,4914.876,4914.876,0
nantes,1000,4874.648,4874.648,0
nantes,1000,4920.031,4920.031,0
nantes,1000,4881.3374,4881.3374,0
nantes,1000,4927.5806,4927.5806,0
nancy,1000,5201.204,5201.204,0
nancy,1000,5252.2646,5252.2646,0
nantes,1000,4886.9155,4886.9155,0
nantes,1000,4932.743,4932.743,0
nancy,1000,4967.365,4967.365,0
nancy,1000,5018.637,5018.637,0
nancy,1000,4971.0127,4971.0127,0
nancy,1000,5022.8975,5022.8975,0
nancy,1000,4975.0996,4975.0996,0
nancy,1000,5026.462,5026.462,0
nancy,1000,4979.092,4979.092,0
nancy,1000,5030.8164,5030.8164,0
nancy,1000,4983.147,4983.147,0
nancy,1000,5033.86,5033.86,0
rennes,1000,4912.531,4912.531,0
rennes,1000,4957.811,4957.811,0
rennes,1000,4917.2456,4917.2456,0
rennes,1000,4963.1606,4963.1606,0
rennes,1000,4921.91,4921.91,0
rennes,1000,4967.2085,4967.2085,0
rennes,1000,4927.6675,4927.6675,0
rennes,1000,4973.0527,4973.0527,0
lyon,1000,5083.433,5083.433,0
lyon,1000,5128.9746,5128.9746,0
nancy,1000,5186.7163,5186.7163,0
nancy,1000,5238.108,5238.108,0
rennes,1000,4777.359,4777.359,0
rennes,1000,4823.538,4823.538,0
rennes,1000,5048.7324,5048.7324,0
rennes,1000,5094.076,5094.076,0
rennes,1000,5053.596,5053.596,0
rennes,1000,5099.075,5099.075,0
rennes,1000,5058.3135,5058.3135,0
rennes,1000,5104.4736,5104.4736,0
rennes,1000,5063.063,5063.063,0
rennes,1000,5108.7524,5108.7524,0
rennes,1000,5068.058,5068.058,0
rennes,1000,5113.887,5113.887,0
nantes,1000,5050.2266,5050.2266,0
nantes,1000,5095.7847,5095.7847,0
nantes,1000,5056.3535,5056.3535,0
nantes,1000,5101.579,5101.579,0
nantes,1000,5061.7773,5061.7773,0
nantes,1000,5106.9536,5106.9536,0
nantes,1000,5068.2524,5068.2524,0
nantes,1000,5113.878,5113.878,0
lyon,1000,5089.551,5089.551,0
lyon,1000,5135.0884,5135.0884,0
nantes,1000,5074.2134,5074.2134,0
nantes,1000,5119.798,5119.798,0
nantes,1000,5017.232,5017.232,0
nantes,1000,5062.763,5062.763,0
nantes,1000,5023.5273,5023.5273,0
nantes,1000,5068.831,5068.831,0
nantes,1000,5028.7734,5028.7734,0
nantes,1000,5074.537,5074.537,0
nantes,1000,5035.854,5035.854,0
nantes,1000,5081.1475,5081.1475,0
nantes,1000,5041.525,5041.525,0
nantes,1000,5087.487,5087.487,0
nancy,1000,5115.0566,5115.0566,0
nancy,1000,5166.7847,5166.7847,0
nancy,1000,5118.978,5118.978,0
nancy,1000,5170.434,5170.434,0
nancy,1000,5122.965,5122.965,0
nancy,1000,5174.1904,5174.1904,0
nancy,1000,5126.828,5126.828,0
nancy,1000,5177.92,5177.92,0
lyon,1000,5094.2544,5094.2544,0
lyon,1000,5140.0786,5140.0786,0
nancy,1000,5130.599,5130.599,0
nancy,1000,5182.0576,5182.0576,0
lyon,1000,5004.8438,5004.8438,0
lyon,1000,5050.913,5050.913,0
lyon,1000,5011.317,5011.317,0
lyon,1000,5057.613,5057.613,0
lyon,1000,5016.5854,5016.5854,0
lyon,1000,5062.3354,5062.3354,0
lyon,1000,5022.723,5022.723,0
lyon,1000,5068.812,5068.812,0
lyon,1000,5028.5103,5028.5103,0
lyon,1000,5074.234,5074.234,0
lyon,1000,5002.4927,5002.4927,0
lyon,1000,5047.916,5047.916,0
lyon,1000,5008.613,5008.613,0
lyon,1000,5054.57,5054.57,0
lyon,1000,5013.974,5013.974,0
lyon,1000,5059.506,5059.506,0
lyon,1000,5020.2114,5020.2114,0
lyon,1000,5065.63,5065.63,0
lyon,1000,5101.5493,5101.5493,0
lyon,1000,5147.3936,5147.3936,0
lyon,1000,5026.0,5026.0,0
lyon,1000,5071.949,5071.949,0
rennes,1000,5019.3438,5019.3438,0
rennes,1000,5065.3994,5065.3994,0
rennes,1000,5023.7534,5023.7534,0
rennes,1000,5069.931,5069.931,0
rennes,1000,5028.548,5028.548,0
rennes,1000,5074.2783,5074.2783,0
rennes,1000,5033.045,5033.045,0
rennes,1000,5078.6357,5078.6357,0
rennes,1000,5037.9053,5037.9053,0
rennes,1000,5084.4507,5084.4507,0
nantes,1000,4956.949,4956.949,0
nantes,1000,5002.9873,5002.9873,0
nantes,1000,4962.5977,4962.5977,0
nantes,1000,5007.925,5007.925,0
nantes,1000,4968.823,4968.823,0
nantes,1000,5014.0117,5014.0117,0
nantes,1000,4975.0176,4975.0176,0
nantes,1000,5020.69,5020.69,0
lyon,1000,5107.069,5107.069,0
lyon,1000,5153.2354,5153.2354,0
nantes,1000,4981.182,4981.182,0
nantes,1000,5027.6235,5027.6235,0
nantes,1000,4939.6113,4939.6113,0
nantes,1000,4985.837,4985.837,0
nantes,1000,4946.0874,4946.0874,0
nantes,1000,4992.462,4992.462,0
nantes,1000,4951.992,4951.992,0
nantes,1000,4997.2754,4997.2754,0
nantes,1000,4958.747,4958.747,0
nantes,1000,5004.2124,5004.2124,0
nantes,1000,4964.361,4964.361,0
nantes,1000,5009.6416,5009.6416,0
lyon,1000,4955.061,4955.061,0
lyon,1000,5000.5107,5000.5107,0
lyon,1000,4961.543,4961.543,0
lyon,1000,5007.514,5007.514,0
lyon,1000,4966.665,4966.665,0
lyon,1000,5012.212,5012.212,0
lyon,1000,4973.2935,4973.2935,0
lyon,1000,5018.833,5018.833,0
nancy,1000,5170.914,5170.914,0
nancy,1000,5222.591,5222.591,0
lyon,1000,4978.3545,4978.3545,0
lyon,1000,5024.0366,5024.0366,0
nancy,1000,5017.175,5017.175,0
nancy,1000,5068.57,5068.57,0
nancy,1000,5020.8564,5020.8564,0
nancy,1000,5072.283,5072.283,0
nancy,1000,5024.794,5024.794,0
nancy,1000,5075.9683,5075.9683,0
nancy,1000,5028.711,5028.711,0
nancy,1000,5079.9404,5079.9404,0
nancy,1000,5032.435,5032.435,0
nancy,1000,5083.634,5083.634,0
nancy,1000,5006.919,5006.919,0
nancy,1000,5057.973,5057.973,0
nancy,1000,5010.624,5010.624,0
nancy,1000,5061.5874,5061.5874,0
nancy,1000,5014.204,5014.204,0
nancy,1000,5065.7573,5065.7573,0
nancy,1000,5018.3022,5018.3022,0
nancy,1000,5069.255,5069.255,0
nancy,1000,5174.72,5174.72,0
nancy,1000,5226.01,5226.01,0
nancy,1000,5022.309,5022.309,0
nancy,1000,5073.758,5073.758,0
rennes,1000,4815.1284,4815.1284,0
rennes,1000,4860.8486,4860.8486,0
rennes,1000,4819.709,4819.709,0
rennes,1000,4865.7573,4865.7573,0
rennes,1000,4824.3804,4824.3804,0
rennes,1000,4870.5566,4870.5566,0
rennes,1000,4829.279,4829.279,0
rennes,1000,4875.0933,4875.0933,0
rennes,1000,4833.7915,4833.7915,0
rennes,1000,4879.1875,4879.1875,0
lyon,1000,4789.3296,4789.3296,0
lyon,1000,4835.2026,4835.2026,0
lyon,1000,4793.76,4793.76,0
lyon,1000,4839.0757,4839.0757,0
lyon,1000,4800.0503,4800.0503,0
lyon,1000,4845.432,4845.432,0
lyon,1000,4805.282,4805.282,0
lyon,1000,4850.659,4850.659,0
nancy,1000,5178.7534,5178.7534,0
nancy,1000,5229.746,5229.746,0
lyon,1000,4812.276,4812.276,0
lyon,1000,4858.1475,4858.1475,0
rennes,1000,4789.653,4789.653,0
rennes,1000,4835.337,4835.337,0
rennes,1000,4794.1035,4794.1035,0
rennes,1000,4840.169,4840.169,0
rennes,1000,4798.67,4798.67,0
rennes,1000,4845.1616,4845.1616,0
rennes,1000,4803.7456,4803.7456,0
rennes,1000,4849.794,4849.794,0
rennes,1000,4808.641,4808.641,0
rennes,1000,4854.136,4854.136,0
nantes,1000,4728.872,4728.872,0
nantes,1000,4774.5386,4774.5386,0
nantes,1000,4735.1807,4735.1807,0
nantes,1000,4780.688,4780.688,0
nantes,1000,4740.2666,4740.2666,0
nantes,1000,4785.9067,4785.9067,0
nantes,1000,4747.7734,4747.7734,0
nantes,1000,4793.69,4793.69,0
nancy,1000,5182.576,5182.576,0
nancy,1000,5233.4614,5233.4614,0
nantes,1000,4753.3467,4753.3467,0
nantes,1000,4798.8228,4798.8228,0
nancy,1000,4848.853,4848.853,0
nancy,1000,4900.192,4900.192,0
nancy,1000,4852.377,4852.377,0
nancy,1000,4903.534,4903.534,0
nancy,1000,4856.3213,4856.3213,0
nancy,1000,4908.0503,4908.0503,0
nancy,1000,4859.87,4859.87,0
nancy,1000,4911.577,4911.577,0
nancy,1000,4863.8604,4863.8604,0
nancy,1000,4915.0283,4915.0283,0
rennes,1000,4758.2847,4758.2847,0
rennes,1000,4804.3545,4804.3545,0
rennes,1000,4763.188,4763.188,0
rennes,1000,4808.5264,4808.5264,0
rennes,1000,4767.7,4767.7,0
rennes,1000,4813.3403,4813.3403,0
rennes,1000,4772.669,4772.669,0
rennes,1000,4818.2085,4818.2085,0
lyon,1000,5119.544,5119.544,0
lyon,1000,5163.9775,5163.9775,0
nancy,1000,5220.2407,5220.2407,0
nancy,1000,5270.767,5270.767,0
rennes,1000,4925.665,4925.665,0
rennes,1000,4970.528,4970.528,0
rennes,1000,5106.9556,5106.9556,0
rennes,1000,5151.5986,5151.5986,0
rennes,1000,5111.572,5111.572,0
rennes,1000,5156.5117,5156.5117,0
rennes,1000,5116.5044,5116.5044,0
rennes,1000,5161.734,5161.734,0
rennes,1000,5121.8936,5121.8936,0
rennes,1000,5166.25,5166.25,0
rennes,1000,5126.2417,5126.2417,0
rennes,1000,5171.5386,5171.5386,0
nantes,1000,5090.7627,5090.7627,0
nantes,1000,5135.7207,5135.7207,0
nantes,1000,5097.323,5097.323,0
nantes,1000,5141.814,5141.814,0
nantes,1000,5102.615,5102.615,0
nantes,1000,5147.1406,5147.1406,0
nantes,1000,5109.1904,5109.1904,0
nantes,1000,5153.9814,5153.9814,0
lyon,1000,5125.8037,5125.8037,0
lyon,1000,5170.1333,5170.1333,0
nantes,1000,5114.9844,5114.9844,0
nantes,1000,5159.274,5159.274,0
nantes,1000,5042.2734,5042.2734,0
nantes,1000,5086.672,5086.672,0
nantes,1000,5048.3,5048.3,0
nantes,1000,5093.1973,5093.1973,0
nantes,1000,5053.784,5053.784,0
nantes,1000,5098.399,5098.399,0
nantes,1000,5060.1655,5060.1655,0
nantes,1000,5104.3994,5104.3994,0
nantes,1000,5065.867,5065.867,0
nantes,1000,5109.98,5109.98,0
nancy,1000,5159.9395,5159.9395,0
nancy,1000,5210.47,5210.47,0
nancy,1000,5163.6455,5163.6455,0
nancy,1000,5214.3506,5214.3506,0
nancy,1000,5167.378,5167.378,0
nancy,1000,5217.904,5217.904,0
nancy,1000,5171.0156,5171.0156,0
nancy,1000,5220.8955,5220.8955,0
lyon,1000,5131.084,5131.084,0
lyon,1000,5176.258,5176.258,0
nancy,1000,5174.894,5174.894,0
nancy,1000,5225.5386,5225.5386,0
lyon,1000,5037.133,5037.133,0
lyon,1000,5081.4136,5081.4136,0
lyon,1000,5043.425,5043.425,0
lyon,1000,5087.87,5087.87,0
lyon,1000,5048.367,5048.367,0
lyon,1000,5093.222,5093.222,0
lyon,1000,5054.665,5054.665,0
lyon,1000,5099.4336,5099.4336,0
lyon,1000,5060.2,5060.2,0
lyon,1000,5105.235,5105.235,0
lyon,1000,5029.965,5029.965,0
lyon,1000,5074.5234,5074.5234,0
lyon,1000,5035.947,5035.947,0
lyon,1000,5080.7876,5080.7876,0
lyon,1000,5041.5547,5041.5547,0
lyon,1000,5086.163,5086.163,0
lyon,1000,5047.7397,5047.7397,0
lyon,1000,5092.0635,5092.0635,0
lyon,1000,5137.585,5137.585,0
lyon,1000,5181.9673,5181.9673,0
lyon,1000,5053.0195,5053.0195,0
lyon,1000,5097.827,5097.827,0
rennes,1000,5062.473,5062.473,0
rennes,1000,5106.9106,5106.9106,0
rennes,1000,5066.997,5066.997,0
rennes,1000,5112.021,5112.021,0
rennes,1000,5071.7134,5071.7134,0
rennes,1000,5116.7144,5116.7144,0
rennes,1000,5076.374,5076.374,0
rennes,1000,5120.781,5120.781,0
rennes,1000,5081.379,5081.379,0
rennes,1000,5126.154,5126.154,0
nantes,1000,4995.4194,4995.4194,0
nantes,1000,5039.8423,5039.8423,0
nantes,1000,5002.256,5002.256,0
nantes,1000,5046.9536,5046.9536,0
nantes,1000,5007.7344,5007.7344,0
nantes,1000,5051.9185,5051.9185,0
nantes,1000,5014.3813,5014.3813,0
nantes,1000,5058.6035,5058.6035,0
lyon,1000,5142.9985,5142.9985,0
lyon,1000,5187.385,5187.385,0
nantes,1000,5019.8037,5019.8037,0
nantes,1000,5064.6055,5064.6055,0
nantes,1000,4973.63,4973.63,0
nantes,1000,5018.345,5018.345,0
nantes,1000,4979.3076,4979.3076,0
nantes,1000,5024.22,5024.22,0
nantes,1000,4985.097,4985.097,0
nantes,1000,5029.688,5029.688,0
nantes,1000,4991.3022,4991.3022,0
nantes,1000,5036.0205,5036.0205,0
nantes,1000,4997.2783,4997.2783,0
nantes,1000,5042.0693,5042.0693,0
lyon,1000,4973.815,4973.815,0
lyon,1000,5018.1733,5018.1733,0
lyon,1000,4979.9927,4979.9927,0
lyon,1000,5024.6133,5024.6133,0
lyon,1000,4984.828,4984.828,0
lyon,1000,5029.3013,5029.3013,0
lyon,1000,4991.146,4991.146,0
lyon,1000,5035.9805,5035.9805,0
nancy,1000,5204.915,5204.915,0
nancy,1000,5255.617,5255.617,0
lyon,1000,4997.1104,4997.1104,0
lyon,1000,5041.9834,5041.9834,0
nancy,1000,5071.762,5071.762,0
nancy,1000,5122.479,5122.479,0
nancy,1000,5075.718,5075.718,0
nancy,1000,5126.1367,5126.1367,0
nancy,1000,5079.525,5079.525,0
nancy,1000,5130.161,5130.161,0
nancy,1000,5083.35,5083.35,0
nancy,1000,5133.267,5133.267,0
nancy,1000,5087.2183,5087.2183,0
nancy,1000,5137.0938,5137.0938,0
nancy,1000,5053.2554,5053.2554,0
nancy,1000,5103.458,5103.458,0
nancy,1000,5056.9277,5056.9277,0
nancy,1000,5106.641,5106.641,0
nancy,1000,5061.068,5061.068,0
nancy,1000,5111.0605,5111.0605,0
nancy,1000,5065.1484,5065.1484,0
nancy,1000,5114.8335,5114.8335,0
nancy,1000,5208.6562,5208.6562,0
nancy,1000,5258.75,5258.75,0
nancy,1000,5069.2427,5069.2427,0
nancy,1000,5119.517,5119.517,0
rennes,1000,4930.495,4930.495,0
rennes,1000,4975.0264,4975.0264,0
rennes,1000,4934.8096,4934.8096,0
rennes,1000,4979.7183,4979.7183,0
rennes,1000,4939.683,4939.683,0
rennes,1000,4984.064,4984.064,0
rennes,1000,4943.8477,4943.8477,0
rennes,1000,4988.197,4988.197,0
rennes,1000,4949.2026,4949.2026,0
rennes,1000,4993.6216,4993.6216,0
lyon,1000,4919.9653,4919.9653,0
lyon,1000,4964.8813,4964.8813,0
lyon,1000,4926.6685,4926.6685,0
lyon,1000,4971.5557,4971.5557,0
lyon,1000,4932.151,4932.151,0
lyon,1000,4976.7686,4976.7686,0
lyon,1000,4938.6426,4938.6426,0
lyon,1000,4983.522,4983.522,0
nancy,1000,5212.5737,5212.5737,0
nancy,1000,5262.3696,5262.3696,0
lyon,1000,4944.2207,4944.2207,0
lyon,1000,4988.7935,4988.7935,0
rennes,1000,4938.1567,4938.1567,0
rennes,1000,4982.563,4982.563,0
rennes,1000,4942.564,4942.564,0
rennes,1000,4987.21,4987.21,0
rennes,1000,4947.593,4947.593,0
rennes,1000,4991.975,4991.975,0
rennes,1000,4952.425,4952.425,0
rennes,1000,4997.5303,4997.5303,0
rennes,1000,4957.1167,4957.1167,0
rennes,1000,5002.5864,5002.5864,0
nantes,1000,4886.2266,4886.2266,0
nantes,1000,4931.526,4931.526,0
nantes,1000,4892.7856,4892.7856,0
nantes,1000,4937.7544,4937.7544,0
nantes,1000,4898.2036,4898.2036,0
nantes,1000,4942.692,4942.692,0
nantes,1000,4904.7773,4904.7773,0
nantes,1000,4949.07,4949.07,0
nancy,1000,5216.423,5216.423,0
nancy,1000,5266.7134,5266.7134,0
nantes,1000,4910.6943,4910.6943,0
nantes,1000,4955.0815,4955.0815,0
nancy,1000,4986.7715,4986.7715,0
nancy,1000,5036.762,5036.762,0
nancy,1000,4990.4565,4990.4565,0
nancy,1000,5040.726,5040.726,0
nancy,1000,4994.566,4994.566,0
nancy,1000,5044.691,5044.691,0
nancy,1000,4998.5513,4998.5513,0
nancy,1000,5048.9443,5048.9443,0
nancy,1000,5002.4575,5002.4575,0
nancy,1000,5052.4795,5052.4795,0
rennes,1000,4906.9165,4906.9165,0
rennes,1000,4951.833,4951.833,0
rennes,1000,4911.3843,4911.3843,0
rennes,1000,4956.4604,4956.4604,0
rennes,1000,4916.077,4916.077,0
rennes,1000,4960.583,4960.583,0
rennes,1000,4921.3765,4921.3765,0
rennes,1000,4966.493,4966.493,0
lyon,10000,5056.352,5056.529,0.17700000000058935
lyon,10000,5056.352,5106.3525,50.0005000000001
nancy,10000,5158.5684,5158.749,0.18059999999968568
nancy,10000,5158.5684,5209.962,51.39360000000033
rennes,10000,4891.087,4891.2383,0.15129999999953725
rennes,10000,4891.087,4940.964,49.8769999999995
rennes,10000,5065.3525,5065.5317,0.17919999999958236
rennes,10000,5065.3525,5118.7573,53.40480000000025
rennes,10000,5069.902,5070.068,0.16600000000016735
rennes,10000,5069.902,5124.5327,54.630699999999706
rennes,10000,5074.47,5074.7295,0.2595000000001164
rennes,10000,5074.47,5127.4414,52.97139999999945
rennes,10000,5079.456,5079.6377,0.18170000000009168
rennes,10000,5079.456,5134.201,54.74499999999989
rennes,10000,5084.429,5084.6016,0.17259999999987485
rennes,10000,5084.429,5138.885,54.45600000000013
nantes,10000,5024.799,5024.989,0.18999999999959982
nantes,10000,5024.799,5071.9116,47.112600000000384
nantes,10000,5031.5195,5031.6978,0.1782999999995809
nantes,10000,5031.5195,5083.3257,51.80619999999999
nantes,10000,5036.7007,5036.8857,0.18499999999949068
nantes,10000,5036.7007,5091.169,54.468299999999545
nantes,10000,5042.8716,5043.0347,0.16309999999975844
nantes,10000,5042.8716,5091.199,48.327399999999216
lyon,10000,5062.4673,5062.6387,0.17140000000017608
lyon,10000,5062.4673,5116.5,54.03269999999975
nantes,10000,5048.7544,5048.944,0.18960000000060973
nantes,10000,5048.7544,5096.1616,47.40720000000056
nantes,10000,4992.6743,4992.9404,0.2661000000007334
nantes,10000,4992.6743,5044.901,52.226700000000164
nantes,10000,4998.8813,4999.1074,0.2260999999998603
nantes,10000,4998.8813,5050.4443,51.5630000000001
nantes,10000,5004.654,5004.8525,0.1984999999995125
nantes,10000,5004.654,5058.951,54.29699999999957
nantes,10000,5011.1523,5011.348,0.19570000000021537
nantes,10000,5011.1523,5058.1416,46.989300000000185
nantes,10000,5016.7505,5016.9546,0.20409999999992579
nantes,10000,5016.7505,5062.2153,45.46479999999974
nancy,10000,5112.4624,5112.7163,0.25389999999970314
nancy,10000,5112.4624,5172.5024,60.039999999999964
nancy,10000,5116.2363,5116.4897,0.25340000000051077
nancy,10000,5116.2363,5173.9873,57.751000000000204
nancy,10000,5120.323,5120.498,0.1749999999992724
nancy,10000,5120.323,5175.928,55.60499999999956
nancy,10000,5124.2095,5124.3853,0.17579999999998108
nancy,10000,5124.2095,5176.26,52.050500000000284
lyon,10000,5067.7114,5067.8936,0.18220000000019354
lyon,10000,5067.7114,5121.4556,53.74420000000009
nancy,10000,5127.9946,5128.1694,0.17479999999977736
nancy,10000,5127.9946,5187.4673,59.47270000000026
lyon,10000,5001.5303,5001.697,0.16669999999976426
lyon,10000,5001.5303,5054.6094,53.079099999999926
lyon,10000,5008.014,5008.161,0.14699999999993452
lyon,10000,5008.014,5062.689,54.67500000000018
lyon,10000,5012.9224,5013.089,0.166599999999562
lyon,10000,5012.9224,5066.4756,53.55319999999938
lyon,10000,5019.3335,5019.4785,0.14500000000043656
lyon,10000,5019.3335,5072.694,53.360500000000684
lyon,10000,5024.8184,5024.9883,0.1698999999998705
lyon,10000,5024.8184,5075.3877,50.56930000000011
lyon,10000,5004.4043,5004.5806,0.17630000000008295
