cluster,msg_size,time
lyon,100000,5060.5195
lyon,100000,5060.5244
lyon,100000,5060.5576
lyon,100000,5083.6816
lyon,100000,5083.7026
lyon,100000,5083.709
lyon,100000,5083.7285
lyon,100000,5083.7334
lyon,100000,5083.7383
lyon,100000,5083.746
lyon,100000,5083.7505
lyon,100000,5083.7554
lyon,100000,5106.6904
lyon,100000,5106.726
lyon,100000,5106.7383
lyon,100000,5106.748
lyon,100000,5106.798
lyon,100000,5106.81
lyon,100000,5106.821
lyon,100000,5106.83
lyon,100000,5106.84
lyon,100000,5129.8535
lyon,100000,5129.8745
lyon,100000,5129.8813
lyon,100000,5129.886
lyon,100000,5129.891
lyon,100000,5129.895
lyon,100000,5129.9
lyon,100000,5129.905
lyon,100000,5129.9097
lyon,100000,5152.771
lyon,100000,5152.8145
lyon,100000,5152.8213
lyon,100000,5152.826
lyon,100000,5152.8315
lyon,100000,5152.8364
lyon,100000,5152.842
lyon,100000,5152.846
lyon,100000,5152.851
lyon,100000,5175.823
lyon,100000,5175.8447
lyon,100000,5175.8745
lyon,100000,5175.8813
lyon,100000,5175.886
lyon,100000,5175.8916
nancy,100000,5205.3345
nancy,100000,5205.3516
nancy,100000,5205.3564
nancy,100000,5205.366
nancy,100000,5205.3696
nancy,100000,5205.373
nancy,100000,5205.377
nancy,100000,5205.3804
nancy,100000,5205.384
nancy,100000,5234.931
nancy,100000,5234.9805
nancy,100000,5234.9946
nancy,100000,5235.005
nancy,100000,5235.0146
nancy,100000,5235.0244
nancy,100000,5235.0347
nancy,100000,5235.044
nancy,100000,5235.0547
nancy,100000,5257.8633
nancy,100000,5257.914
nancy,100000,5257.928
nancy,100000,5257.9385
nancy,100000,5257.952
nancy,100000,5257.963
nancy,100000,5258.0176
nancy,100000,5258.029
nancy,100000,5258.0435
nancy,100000,5281.004
nancy,100000,5281.0464
nancy,100000,5281.057
nancy,100000,5281.061
nancy,100000,5281.064
nancy,100000,5281.0684
nancy,100000,5281.072
nancy,100000,5281.075
nancy,100000,5281.084
nancy,100000,5304.219
nancy,100000,5304.259
nancy,100000,5304.273
nancy,100000,5304.294
nancy,100000,5304.304
nancy,100000,5304.3135
nancy,100000,5304.3276
nancy,100000,5304.337
nancy,100000,5304.3477
nancy,100000,5327.2485
nancy,100000,5327.288
nancy,100000,5327.303
nancy,100000,5327.3145
nancy,100000,5327.3657
nancy,100000,5327.378
nancy,100000,5327.3877
nancy,100000,5327.398
nancy,100000,5327.4087
nancy,100000,5350.407
nancy,100000,5350.449
nancy,100000,5350.4634
nancy,100000,5350.474
nancy,100000,5350.485
nancy,100000,5350.495
nancy,100000,5350.5054
nancy,100000,5350.5156
nancy,100000,5350.528
nancy,100000,5373.3267
nancy,100000,5373.367
nancy,100000,5373.383
nancy,100000,5373.3936
nancy,100000,5373.404
nancy,100000,5373.4146
nancy,100000,5373.424
nancy,100000,5373.434
nancy,100000,5373.446
nancy,100000,5396.3457
nancy,100000,5396.386
nancy,100000,5396.475
nancy,100000,5396.4805
nancy,100000,5396.484
nancy,100000,5396.4873
lyon,100000,4990.1055
lyon,100000,4990.1416
lyon,100000,4990.148
lyon,100000,4990.16
lyon,100000,4990.165
lyon,100000,4990.17
lyon,100000,4990.1777
lyon,100000,4990.1826
lyon,100000,4990.1865
lyon,100000,5019.721
lyon,100000,5019.7666
lyon,100000,5019.7793
lyon,100000,5019.8047
lyon,100000,5019.8096
lyon,100000,5019.8145
lyon,100000,5019.8193
lyon,100000,5019.8237
lyon,100000,5019.828
lyon,100000,5042.776
lyon,100000,5042.8057
lyon,100000,5042.8125
lyon,100000,5042.8174
lyon,100000,5042.8267
lyon,100000,5042.832
lyon,100000,5042.8613
lyon,100000,5042.8687
lyon,100000,5042.8774
lyon,100000,5065.877
lyon,100000,5065.8984
lyon,100000,5065.9116
lyon,100000,5065.917
lyon,100000,5065.9214
lyon,100000,5065.9287
lyon,100000,5065.934
lyon,100000,5065.9385
lyon,100000,5065.954
lyon,100000,5089.096
lyon,100000,5089.1177
lyon,100000,5089.1235
lyon,100000,5089.1353
lyon,100000,5089.14
lyon,100000,5089.145
lyon,100000,5089.153
lyon,100000,5089.158
lyon,100000,5089.162
lyon,100000,5112.132
lyon,100000,5112.1675
lyon,100000,5112.179
lyon,100000,5112.189
lyon,100000,5112.2393
lyon,100000,5112.252
lyon,100000,5112.262
lyon,100000,5112.272
lyon,100000,5112.2812
lyon,100000,5135.2676
lyon,100000,5135.289
lyon,100000,5135.296
lyon,100000,5135.301
lyon,100000,5135.305
lyon,100000,5135.31
lyon,100000,5135.3154
lyon,100000,5135.32
lyon,100000,5135.3247
lyon,100000,5158.198
lyon,100000,5158.2334
lyon,100000,5158.2573
lyon,100000,5158.263
lyon,100000,5158.268
lyon,100000,5158.274
lyon,100000,5158.2783
lyon,100000,5158.283
lyon,100000,5158.288
lyon,100000,5181.2393
lyon,100000,5181.2607
lyon,100000,5181.2905
lyon,100000,5181.298
lyon,100000,5181.3027
lyon,100000,5181.3076
rennes,100000,4958.6064
rennes,100000,4958.625
rennes,100000,4958.631
rennes,100000,4958.6426
rennes,100000,4958.648
rennes,100000,4958.653
rennes,100000,4958.6606
rennes,100000,4958.6772
rennes,100000,4958.682
rennes,100000,4988.176
rennes,100000,4988.202
rennes,100000,4988.209
rennes,100000,4988.213
rennes,100000,4988.218
rennes,100000,4988.2227
rennes,100000,4988.239
rennes,100000,4988.244
rennes,100000,4988.249
rennes,100000,5011.1943
rennes,100000,5011.2397
rennes,100000,5011.246
rennes,100000,5011.251
rennes,100000,5011.259
rennes,100000,5011.273
rennes,100000,5011.317
rennes,100000,5011.3247
rennes,100000,5011.333
rennes,100000,5034.3394
rennes,100000,5034.374
rennes,100000,5034.387
rennes,100000,5034.392
rennes,100000,5034.3965
rennes,100000,5034.4043
rennes,100000,5034.409
rennes,100000,5034.4136
rennes,100000,5034.428
rennes,100000,5057.5137
rennes,100000,5057.533
rennes,100000,5057.539
rennes,100000,5057.551
rennes,100000,5057.5557
rennes,100000,5057.5605
rennes,100000,5057.5684
rennes,100000,5057.573
rennes,100000,5057.578
rennes,100000,5080.561
rennes,100000,5080.597
rennes,100000,5080.6094
rennes,100000,5080.619
rennes,100000,5080.666
rennes,100000,5080.674
rennes,100000,5080.679
rennes,100000,5080.684
rennes,100000,5080.689
rennes,100000,5103.6904
rennes,100000,5103.71
rennes,100000,5103.717
rennes,100000,5103.721
rennes,100000,5103.726
rennes,100000,5103.7305
rennes,100000,5103.7354
rennes,100000,5103.7407
rennes,100000,5103.745
rennes,100000,5126.624
rennes,100000,5126.643
rennes,100000,5126.649
rennes,100000,5126.654
rennes,100000,5126.658
rennes,100000,5126.6626
rennes,100000,5126.668
rennes,100000,5126.673
rennes,100000,5126.6777
rennes,100000,5149.6265
rennes,100000,5149.6616
rennes,100000,5149.7124
rennes,100000,5149.7256
rennes,100000,5149.735
rennes,100000,5149.745
rennes,100000,4993.085
rennes,100000,4993.1187
rennes,100000,4993.1313
rennes,100000,4993.153
rennes,100000,4993.1616
rennes,100000,4993.1826
rennes,100000,4993.1914
rennes,100000,4993.1997
rennes,100000,4993.209
rennes,100000,5016.1006
rennes,100000,5016.153
rennes,100000,5016.165
rennes,100000,5016.2
rennes,100000,5016.2173
rennes,100000,5016.227
rennes,100000,5016.268
rennes,100000,5016.282
rennes,100000,5016.321
rennes,100000,5039.2437
rennes,100000,5039.284
rennes,100000,5039.305
rennes,100000,5039.3154
rennes,100000,5039.324
rennes,100000,5039.3394
rennes,100000,5039.349
rennes,100000,5039.358
rennes,100000,5039.382
rennes,100000,5062.424
rennes,100000,5062.4487
rennes,100000,5062.46
rennes,100000,5062.479
rennes,100000,5062.489
rennes,100000,5062.4976
rennes,100000,5062.512
rennes,100000,5062.5215
rennes,100000,5062.531
rennes,100000,5085.467
rennes,100000,5085.512
rennes,100000,5085.55
rennes,100000,5085.56
rennes,100000,5085.602
rennes,100000,5085.6157
rennes,100000,5085.625
rennes,100000,5085.6343
rennes,100000,5085.6436
rennes,100000,5108.5996
rennes,100000,5108.625
rennes,100000,5108.636
rennes,100000,5108.646
rennes,100000,5108.655
rennes,100000,5108.664
rennes,100000,5108.673
rennes,100000,5108.6816
rennes,100000,5108.6914
rennes,100000,5131.534
rennes,100000,5131.559
rennes,100000,5131.5703
rennes,100000,5131.58
rennes,100000,5131.5894
rennes,100000,5131.598
rennes,100000,5131.607
rennes,100000,5131.6157
rennes,100000,5131.625
rennes,100000,5154.531
rennes,100000,5154.577
rennes,100000,5154.656
rennes,100000,5154.6816
rennes,100000,5154.7017
rennes,100000,5154.732
rennes,100000,4997.6494
rennes,100000,4997.6826
rennes,100000,4997.6953
rennes,100000,4997.717
rennes,100000,4997.726
rennes,100000,4997.747
rennes,100000,4997.7554
rennes,100000,4997.764
rennes,100000,4997.773
rennes,100000,5020.6646
rennes,100000,5020.7173
rennes,100000,5020.729
rennes,100000,5020.764
rennes,100000,5020.7817
rennes,100000,5020.7915
rennes,100000,5020.8325
rennes,100000,5020.8467
rennes,100000,5020.877
rennes,100000,5043.808
rennes,100000,5043.8486
rennes,100000,5043.8696
rennes,100000,5043.8794
rennes,100000,5043.8887
rennes,100000,5043.904
rennes,100000,5043.914
rennes,100000,5043.922
rennes,100000,5043.9463
rennes,100000,5066.9873
rennes,100000,5067.0127
rennes,100000,5067.0244
rennes,100000,5067.0435
rennes,100000,5067.0527
rennes,100000,5067.062
rennes,100000,5067.077
rennes,100000,5067.0864
rennes,100000,5067.095
rennes,100000,5090.0312
rennes,100000,5090.0767
rennes,100000,5090.1143
rennes,100000,5090.124
rennes,100000,5090.1665
rennes,100000,5090.1797
rennes,100000,5090.1895
rennes,100000,5090.1987
rennes,100000,5090.2075
rennes,100000,5113.164
rennes,100000,5113.1895
rennes,100000,5113.2007
rennes,100000,5113.21
rennes,100000,5113.219
rennes,100000,5113.228
rennes,100000,5113.2373
rennes,100000,5113.246
rennes,100000,5113.2554
rennes,100000,5136.098
rennes,100000,5136.1226
rennes,100000,5136.135
rennes,100000,5136.144
rennes,100000,5136.1533
rennes,100000,5136.162
rennes,100000,5136.171
rennes,100000,5136.1797
rennes,100000,5136.189
rennes,100000,5159.0947
rennes,100000,5159.141
rennes,100000,5159.22
rennes,100000,5159.2456
rennes,100000,5159.266
rennes,100000,5159.296
rennes,100000,5002.63
rennes,100000,5002.656
rennes,100000,5002.6626
rennes,100000,5002.6675
rennes,100000,5002.6724
rennes,100000,5002.677
rennes,100000,5002.694
rennes,100000,5002.6997
rennes,100000,5002.7046
rennes,100000,5025.6226
rennes,100000,5025.6797
rennes,100000,5025.687
rennes,100000,5025.692
rennes,100000,5025.6997
rennes,100000,5025.705
rennes,100000,5025.759
rennes,100000,5025.7676
rennes,100000,5025.7764
rennes,100000,5048.7744
rennes,100000,5048.818
rennes,100000,5048.8325
rennes,100000,5048.838
rennes,100000,5048.842
rennes,100000,5048.85
rennes,100000,5048.8545
rennes,100000,5048.859
rennes,100000,5048.8765
rennes,100000,5071.9614
rennes,100000,5071.981
rennes,100000,5071.9873
rennes,100000,5071.999
rennes,100000,5072.004
rennes,100000,5072.0083
rennes,100000,5072.016
rennes,100000,5072.021
rennes,100000,5072.0254
rennes,100000,5094.996
rennes,100000,5095.0312
rennes,100000,5095.043
rennes,100000,5095.053
rennes,100000,5095.1094
rennes,100000,5095.117
rennes,100000,5095.1216
rennes,100000,5095.1265
rennes,100000,5095.1313
rennes,100000,5118.136
rennes,100000,5118.1567
rennes,100000,5118.163
rennes,100000,5118.1675
rennes,100000,5118.1724
rennes,100000,5118.1763
rennes,100000,5118.182
rennes,100000,5118.1865
rennes,100000,5118.191
rennes,100000,5141.07
rennes,100000,5141.09
rennes,100000,5141.0957
rennes,100000,5141.1006
rennes,100000,5141.105
rennes,100000,5141.11
rennes,100000,5141.1157
rennes,100000,5141.1206
rennes,100000,5141.1245
rennes,100000,5164.0625
rennes,100000,5164.0996
rennes,100000,5164.1523
rennes,100000,5164.164
rennes,100000,5164.1743
rennes,100000,5164.184
rennes,100000,4977.687
rennes,100000,4977.708
rennes,100000,4977.7144
rennes,100000,4977.7275
rennes,100000,4977.733
rennes,100000,4977.738
rennes,100000,4977.7593
rennes,100000,4977.7656
rennes,100000,4977.7705
rennes,100000,5007.2607
rennes,100000,5007.2886
rennes,100000,5007.295
rennes,100000,5007.3003
rennes,100000,5007.305
rennes,100000,5007.31
rennes,100000,5007.327
rennes,100000,5007.333
rennes,100000,5007.3374
rennes,100000,5030.2705
rennes,100000,5030.3203
rennes,100000,5030.327
rennes,100000,5030.332
rennes,100000,5030.3403
rennes,100000,5030.3447
rennes,100000,5030.399
rennes,100000,5030.4077
rennes,100000,5030.417
rennes,100000,5053.4146
rennes,100000,5053.454
rennes,100000,5053.468
rennes,100000,5053.473
rennes,100000,5053.4775
rennes,100000,5053.486
rennes,100000,5053.4907
rennes,100000,5053.4956
rennes,100000,5053.513
rennes,100000,5076.599
rennes,100000,5076.6187
rennes,100000,5076.625
rennes,100000,5076.6367
rennes,100000,5076.6416
rennes,100000,5076.646
rennes,100000,5076.654
rennes,100000,5076.6587
rennes,100000,5076.6636
rennes,100000,5099.646
rennes,100000,5099.683
rennes,100000,5099.696
rennes,100000,5099.7056
rennes,100000,5099.752
rennes,100000,5099.76
rennes,100000,5099.7646
rennes,100000,5099.7695
rennes,100000,5099.775
rennes,100000,5122.7754
rennes,100000,5122.7954
rennes,100000,5122.802
rennes,100000,5122.8066
rennes,100000,5122.8115
rennes,100000,5122.8154
rennes,100000,5122.821
rennes,100000,5122.8257
rennes,100000,5122.831
rennes,100000,5145.708
rennes,100000,5145.7275
rennes,100000,5145.7334
rennes,100000,5145.7383
rennes,100000,5145.7427
rennes,100000,5145.7476
rennes,100000,5145.7524
rennes,100000,5145.7583
rennes,100000,5145.7627
rennes,100000,5168.7017
rennes,100000,5168.738
rennes,100000,5168.7905
rennes,100000,5168.803
rennes,100000,5168.813
rennes,100000,5168.8237
nantes,100000,4937.219
nantes,100000,4937.281
nantes,100000,4937.289
nantes,100000,4937.2944
nantes,100000,4937.3003
nantes,100000,4937.3057
nantes,100000,4937.31
nantes,100000,4937.316
nantes,100000,4937.321
nantes,100000,4960.1606
nantes,100000,4960.2065
nantes,100000,4960.219
nantes,100000,4960.2295
nantes,100000,4960.2446
nantes,100000,4960.255
nantes,100000,4960.2646
nantes,100000,4960.313
nantes,100000,4960.3306
nantes,100000,4983.3535
nantes,100000,4983.3984
nantes,100000,4983.4136
nantes,100000,4983.4194
nantes,100000,4983.4243
nantes,100000,4983.434
nantes,100000,4983.4395
nantes,100000,4983.4453
nantes,100000,4983.4614
nantes,100000,5006.548
nantes,100000,5006.583
nantes,100000,5006.5947
nantes,100000,5006.621
nantes,100000,5006.6304
nantes,100000,5006.64
nantes,100000,5006.6562
nantes,100000,5006.665
nantes,100000,5006.675
nantes,100000,5029.5635
nantes,100000,5029.586
nantes,100000,5029.5923
nantes,100000,5029.5977
nantes,100000,5029.628
nantes,100000,5029.6353
nantes,100000,5029.64
nantes,100000,5029.6455
nantes,100000,5029.6504
nantes,100000,5052.7095
nantes,100000,5052.746
nantes,100000,5052.759
nantes,100000,5052.7686
nantes,100000,5052.778
nantes,100000,5052.787
nantes,100000,5052.7974
nantes,100000,5052.806
nantes,100000,5052.816
nantes,100000,5075.6533
nantes,100000,5075.6904
nantes,100000,5075.7026
nantes,100000,5075.7124
nantes,100000,5075.722
nantes,100000,5075.732
nantes,100000,5075.7407
nantes,100000,5075.751
nantes,100000,5075.7603
nantes,100000,5098.5923
nantes,100000,5098.615
nantes,100000,5098.6484
nantes,100000,5098.656
nantes,100000,5098.661
nantes,100000,5098.6665
nantes,100000,4943.5884
nantes,100000,4943.651
nantes,100000,4943.659
nantes,100000,4943.665
nantes,100000,4943.67
nantes,100000,4943.675
nantes,100000,4943.681
nantes,100000,4943.6865
nantes,100000,4943.692
nantes,100000,4966.53
nantes,100000,4966.5757
nantes,100000,4966.5884
nantes,100000,4966.5986
nantes,100000,4966.614
nantes,100000,4966.624
nantes,100000,4966.6343
nantes,100000,4966.6826
nantes,100000,4966.6997
nantes,100000,4989.722
nantes,100000,4989.7656
nantes,100000,4989.7812
nantes,100000,4989.787
nantes,100000,4989.793
nantes,100000,4989.802
nantes,100000,4989.8076
nantes,100000,4989.813
nantes,100000,4989.8315
nantes,100000,5012.917
nantes,100000,5012.952
nantes,100000,5012.9644
nantes,100000,5012.986
nantes,100000,5012.9956
nantes,100000,5013.0063
nantes,100000,5013.0205
nantes,100000,5013.031
nantes,100000,5013.0405
nantes,100000,5035.94
nantes,100000,5035.961
nantes,100000,5035.968
nantes,100000,5035.9736
nantes,100000,5036.004
nantes,100000,5036.011
nantes,100000,5036.017
nantes,100000,5036.0225
nantes,100000,5036.028
nantes,100000,5059.0796
nantes,100000,5059.1147
nantes,100000,5059.1274
nantes,100000,5059.137
nantes,100000,5059.1475
nantes,100000,5059.1567
nantes,100000,5059.168
nantes,100000,5059.1777
nantes,100000,5059.204
nantes,100000,5082.0215
nantes,100000,5082.0576
nantes,100000,5082.069
nantes,100000,5082.0796
nantes,100000,5082.0894
nantes,100000,5082.0996
nantes,100000,5082.109
nantes,100000,5082.12
nantes,100000,5082.13
nantes,100000,5104.969
nantes,100000,5104.9907
nantes,100000,5105.026
nantes,100000,5105.033
nantes,100000,5105.039
nantes,100000,5105.0454
nantes,100000,4919.554
nantes,100000,4919.588
nantes,100000,4919.5996
nantes,100000,4919.6206
nantes,100000,4919.63
nantes,100000,4919.6396
nantes,100000,4919.655
nantes,100000,4919.6646
nantes,100000,4919.674
nantes,100000,4949.244
nantes,100000,4949.3057
nantes,100000,4949.3145
nantes,100000,4949.32
nantes,100000,4949.325
nantes,100000,4949.3306
nantes,100000,4949.3354
nantes,100000,4949.342
nantes,100000,4949.347
nantes,100000,4972.1875
nantes,100000,4972.2344
nantes,100000,4972.247
nantes,100000,4972.2573
nantes,100000,4972.272
nantes,100000,4972.3213
nantes,100000,4972.3345
nantes,100000,4972.3438
nantes,100000,4972.359
nantes,100000,4995.3794
nantes,100000,4995.423
nantes,100000,4995.4385
nantes,100000,4995.4443
nantes,100000,4995.449
nantes,100000,4995.458
nantes,100000,4995.4634
nantes,100000,4995.469
nantes,100000,4995.485
nantes,100000,5018.573
nantes,100000,5018.609
nantes,100000,5018.621
nantes,100000,5018.642
nantes,100000,5018.6514
nantes,100000,5018.6616
nantes,100000,5018.6763
nantes,100000,5018.686
nantes,100000,5018.6953
nantes,100000,5041.59
nantes,100000,5041.6113
nantes,100000,5041.6177
nantes,100000,5041.651
nantes,100000,5041.658
nantes,100000,5041.664
nantes,100000,5041.6694
nantes,100000,5041.675
nantes,100000,5041.6797
nantes,100000,5064.7354
nantes,100000,5064.7705
nantes,100000,5064.7827
nantes,100000,5064.7925
nantes,100000,5064.8022
nantes,100000,5064.811
nantes,100000,5064.8223
nantes,100000,5064.8315
nantes,100000,5064.8413
nantes,100000,5087.6787
nantes,100000,5087.715
nantes,100000,5087.7266
nantes,100000,5087.737
nantes,100000,5087.746
nantes,100000,5087.7563
nantes,100000,5087.7656
nantes,100000,5087.776
nantes,100000,5087.785
nantes,100000,5110.617
nantes,100000,5110.666
nantes,100000,5110.675
nantes,100000,5110.6807
nantes,100000,5110.686
nantes,100000,5110.692
nantes,100000,4955.7266
nantes,100000,4955.7886
nantes,100000,4955.798
nantes,100000,4955.8027
nantes,100000,4955.8076
nantes,100000,4955.813
nantes,100000,4955.819
nantes,100000,4955.8237
nantes,100000,4955.8286
nantes,100000,4978.668
nantes,100000,4978.7153
nantes,100000,4978.7275
nantes,100000,4978.737
nantes,100000,4978.7515
nantes,100000,4978.7617
nantes,100000,4978.771
nantes,100000,4978.825
nantes,100000,4978.8423
nantes,100000,5001.8613
nantes,100000,5001.9053
nantes,100000,5001.9214
nantes,100000,5001.927
nantes,100000,5001.9316
nantes,100000,5001.941
nantes,100000,5001.9463
nantes,100000,5001.951
nantes,100000,5001.9683
nantes,100000,5025.056
nantes,100000,5025.092
nantes,100000,5025.104
nantes,100000,5025.125
nantes,100000,5025.135
nantes,100000,5025.144
nantes,100000,5025.159
nantes,100000,5025.1685
nantes,100000,5025.1777
nantes,100000,5048.08
nantes,100000,5048.1025
nantes,100000,5048.109
nantes,100000,5048.1143
nantes,100000,5048.147
nantes,100000,5048.1543
nantes,100000,5048.16
nantes,100000,5048.1655
nantes,100000,5048.1704
nantes,100000,5071.218
nantes,100000,5071.255
nantes,100000,5071.2666
nantes,100000,5071.277
nantes,100000,5071.2856
nantes,100000,5071.2954
nantes,100000,5071.3057
nantes,100000,5071.315
nantes,100000,5071.324
nantes,100000,5094.161
nantes,100000,5094.198
nantes,100000,5094.2095
nantes,100000,5094.219
nantes,100000,5094.2285
nantes,100000,5094.2383
nantes,100000,5094.2476
nantes,100000,5094.2573
nantes,100000,5094.267
nantes,100000,5117.1
nantes,100000,5117.1235
nantes,100000,5117.2646
nantes,100000,5117.275
nantes,100000,5117.2803
nantes,100000,5117.286
nancy,100000,5209.216
nancy,100000,5209.2344
nancy,100000,5209.2397
nancy,100000,5209.249
nancy,100000,5209.2524
nancy,100000,5209.256
nancy,100000,5209.26
nancy,100000,5209.263
nancy,100000,5209.267
nancy,100000,5238.8125
nancy,100000,5238.8643
nancy,100000,5238.878
nancy,100000,5238.888
nancy,100000,5238.8975
nancy,100000,5238.907
nancy,100000,5238.9175
nancy,100000,5238.927
nancy,100000,5238.9375
nancy,100000,5261.746
nancy,100000,5261.7983
nancy,100000,5261.812
nancy,100000,5261.8223
nancy,100000,5261.837
nancy,100000,5261.847
nancy,100000,5261.8564
nancy,100000,5261.91
nancy,100000,5261.9263
nancy,100000,5284.886
nancy,100000,5284.93
nancy,100000,5284.942
nancy,100000,5284.945
nancy,100000,5284.948
nancy,100000,5284.953
nancy,100000,5284.956
nancy,100000,5284.9595
nancy,100000,5284.969
nancy,100000,5308.1006
nancy,100000,5308.1426
nancy,100000,5308.1562
nancy,100000,5308.177
nancy,100000,5308.187
nancy,100000,5308.1973
nancy,100000,5308.2104
nancy,100000,5308.22
nancy,100000,5308.231
nancy,100000,5331.1294
nancy,100000,5331.171
nancy,100000,5331.1855
nancy,100000,5331.1963
nancy,100000,5331.2476
nancy,100000,5331.259
nancy,100000,5331.2686
nancy,100000,5331.2783
nancy,100000,5331.2886
nancy,100000,5354.291
nancy,100000,5354.3345
nancy,100000,5354.3486
nancy,100000,5354.359
nancy,100000,5354.368
nancy,100000,5354.379
nancy,100000,5354.389
nancy,100000,5354.399
nancy,100000,5354.41
nancy,100000,5377.2095
nancy,100000,5377.252
nancy,100000,5377.266
nancy,100000,5377.2764
nancy,100000,5377.287
nancy,100000,5377.297
nancy,100000,5377.307
nancy,100000,5377.317
nancy,100000,5377.328
nancy,100000,5400.228
nancy,100000,5400.27
nancy,100000,5400.3237
nancy,100000,5400.328
nancy,100000,5400.3315
nancy,100000,5400.3354
nantes,100000,4931.814
nantes,100000,4931.849
nantes,100000,4931.8604
nantes,100000,4931.8813
nantes,100000,4931.891
nantes,100000,4931.901
nantes,100000,4931.9155
nantes,100000,4931.926
nantes,100000,4931.9355
nantes,100000,4961.501
nantes,100000,4961.55
nantes,100000,4961.562
nantes,100000,4961.587
nantes,100000,4961.5933
nantes,100000,4961.5986
nantes,100000,4961.6035
nantes,100000,4961.6084
nantes,100000,4961.614
nantes,100000,4984.45
nantes,100000,4984.497
nantes,100000,4984.5093
nantes,100000,4984.52
nantes,100000,4984.535
nantes,100000,4984.546
nantes,100000,4984.5947
nantes,100000,4984.606
nantes,100000,4984.6206
nantes,100000,5007.6436
nantes,100000,5007.695
nantes,100000,5007.7114
nantes,100000,5007.717
nantes,100000,5007.7217
nantes,100000,5007.7305
nantes,100000,5007.7363
nantes,100000,5007.741
nantes,100000,5007.7583
nantes,100000,5030.838
nantes,100000,5030.874
nantes,100000,5030.886
nantes,100000,5030.909
nantes,100000,5030.919
nantes,100000,5030.929
nantes,100000,5030.944
nantes,100000,5030.9536
nantes,100000,5030.963
nantes,100000,5053.861
nantes,100000,5053.883
nantes,100000,5053.889
nantes,100000,5053.8945
nantes,100000,5053.9263
nantes,100000,5053.9336
nantes,100000,5053.9385
nantes,100000,5053.944
nantes,100000,5053.9487
nantes,100000,5076.9956
nantes,100000,5077.0317
nantes,100000,5077.044
nantes,100000,5077.054
nantes,100000,5077.0635
nantes,100000,5077.0747
nantes,100000,5077.0845
nantes,100000,5077.0938
nantes,100000,5077.103
nantes,100000,5099.9536
nantes,100000,5099.99
nantes,100000,5100.003
nantes,100000,5100.0127
nantes,100000,5100.023
nantes,100000,5100.0317
nantes,100000,5100.042
nantes,100000,5100.052
nantes,100000,5100.0615
nantes,100000,5122.89
nantes,100000,5122.9136
nantes,100000,5122.9497
nantes,100000,5122.9575
nantes,100000,5122.9634
nantes,100000,5122.969
nancy,100000,5034.058
nancy,100000,5034.0967
nancy,100000,5034.1094
nancy,100000,5034.1294
nancy,100000,5034.1387
nancy,100000,5034.149
nancy,100000,5034.1626
nancy,100000,5034.172
nancy,100000,5034.1816
nancy,100000,5063.6006
nancy,100000,5063.652
nancy,100000,5063.6655
nancy,100000,5063.6753
nancy,100000,5063.685
nancy,100000,5063.6953
nancy,100000,5063.7056
nancy,100000,5063.715
nancy,100000,5063.725
nancy,100000,5086.5864
nancy,100000,5086.618
nancy,100000,5086.6235
nancy,100000,5086.6265
nancy,100000,5086.6313
nancy,100000,5086.635
nancy,100000,5086.6377
nancy,100000,5086.666
nancy,100000,5086.6714
nancy,100000,5109.7305
nancy,100000,5109.771
nancy,100000,5109.795
nancy,100000,5109.8057
nancy,100000,5109.815
nancy,100000,5109.829
nancy,100000,5109.8384
nancy,100000,5109.8477
nancy,100000,5109.8716
nancy,100000,5132.9355
nancy,100000,5132.9756
nancy,100000,5132.9893
nancy,100000,5133.009
nancy,100000,5133.0195
nancy,100000,5133.0293
nancy,100000,5133.043
nancy,100000,5133.0522
nancy,100000,5133.0625
nancy,100000,5155.9565
nancy,100000,5155.9966
nancy,100000,5156.01
nancy,100000,5156.0215
nancy,100000,5156.069
nancy,100000,5156.0796
nancy,100000,5156.0894
nancy,100000,5156.099
nancy,100000,5156.1104
nancy,100000,5179.1226
nancy,100000,5179.164
nancy,100000,5179.179
nancy,100000,5179.189
nancy,100000,5179.1987
nancy,100000,5179.2085
nancy,100000,5179.2183
nancy,100000,5179.228
nancy,100000,5179.2373
nancy,100000,5202.031
nancy,100000,5202.074
nancy,100000,5202.088
nancy,100000,5202.0977
nancy,100000,5202.108
nancy,100000,5202.1177
nancy,100000,5202.127
nancy,100000,5202.1367
nancy,100000,5202.1465
nancy,100000,5225.0645
nancy,100000,5225.1206
nancy,100000,5225.181
nancy,100000,5225.193
nancy,100000,5225.203
nancy,100000,5225.2124
nancy,100000,5037.977
nancy,100000,5038.018
nancy,100000,5038.0317
nancy,100000,5038.0527
nancy,100000,5038.0625
nancy,100000,5038.0737
nancy,100000,5038.096
nancy,100000,5038.106
nancy,100000,5038.116
nancy,100000,5067.498
nancy,100000,5067.551
nancy,100000,5067.564
nancy,100000,5067.574
nancy,100000,5067.5845
nancy,100000,5067.5947
nancy,100000,5067.6045
nancy,100000,5067.6143
nancy,100000,5067.624
nancy,100000,5090.489
nancy,100000,5090.5107
nancy,100000,5090.5156
nancy,100000,5090.519
nancy,100000,5090.5244
nancy,100000,5090.527
nancy,100000,5090.53
nancy,100000,5090.5522
nancy,100000,5090.5576
nancy,100000,5113.6514
nancy,100000,5113.693
nancy,100000,5113.718
nancy,100000,5113.728
nancy,100000,5113.7373
nancy,100000,5113.752
nancy,100000,5113.761
nancy,100000,5113.771
nancy,100000,5113.795
nancy,100000,5136.8525
