run_index,msg_size,time
0,100000,4603.79015
0,100000,4603.80205
0,100000,4603.80645
0,100000,4603.81035
0,100000,4603.81405
0,100000,4603.81745
0,100000,4603.82115
0,100000,4603.82525
0,100000,4602.17415
0,100000,4602.19075
0,100000,4602.19515
0,100000,4602.19755
0,100000,4602.20025
0,100000,4602.203149999999
0,100000,4602.20605
0,100000,4602.20925
0,100000,4603.8917
0,100000,4603.9085
0,100000,4603.9133999999995
0,100000,4603.9169
0,100000,4603.9199
0,100000,4603.9232
0,100000,4603.9264
0,100000,4603.9298
0,100000,4604.4672
0,100000,4604.4854
0,100000,4604.4906
0,100000,4604.4944
0,100000,4604.4982
0,100000,4604.501899999999
0,100000,4604.5058
0,100000,4604.5089
0,100000,4604.08935
0,100000,4604.106250000001
0,100000,4604.11175
0,100000,4604.11555
0,100000,4604.11895
0,100000,4604.12205
0,100000,4604.125550000001
0,100000,4604.12875
0,100000,4601.3246
0,100000,4601.3465
0,100000,4601.351699999999
0,100000,4601.355799999999
0,100000,4601.392
0,100000,4601.397
0,100000,4601.4002
0,100000,4601.4037
0,100000,4601.4588
0,100000,4601.4649
0,100000,4601.4928
0,100000,4601.497600000001
0,100000,4601.5010999999995
0,100000,4601.504199999999
0,100000,4601.5079000000005
0,100000,4601.5111
0,100000,4603.7027
0,100000,4603.7406
0,100000,4603.7628
0,100000,4603.7674
0,100000,4603.7718
0,100000,4603.7757
0,100000,4603.7798999999995
0,100000,4603.784799999999
0,100000,4603.02805
0,100000,4603.062550000001
0,100000,4603.07355
0,100000,4603.0827500000005
0,100000,4603.09255
0,100000,4603.10155
0,100000,4603.110750000001
0,100000,4603.120550000001
0,100000,4604.66195
0,100000,4604.72635
0,100000,4604.73395
0,100000,4604.73765
0,100000,4604.74105
0,100000,4604.74445
0,100000,4604.74785
0,100000,4604.75155
0,100000,4604.4753
0,100000,4604.4918
0,100000,4604.4967
0,100000,4604.5008
0,100000,4604.5046999999995
0,100000,4604.5079000000005
0,100000,4604.5118
0,100000,4604.5153
0,100000,4603.59755
0,100000,4603.631450000001
0,100000,4603.64205
0,100000,4603.65105
0,100000,4603.65945
0,100000,4603.66885
0,100000,4603.67745
0,100000,4603.68745
0,100000,4601.32415
0,100000,4601.329750000001
0,100000,4601.33375
0,100000,4601.33675
0,100000,4601.34025
0,100000,4601.34345
0,100000,4601.34705
0,100000,4601.35005
0,100000,4604.243549999999
0,100000,4604.26055
0,100000,4604.26625
0,100000,4604.26955
0,100000,4604.2733499999995
0,100000,4604.27675
0,100000,4604.2805499999995
0,100000,4604.28405
0,100000,4603.88635
0,100000,4603.90235
0,100000,4603.90695
0,100000,4603.91015
0,100000,4603.91305
0,100000,4603.91605
0,100000,4603.91865
0,100000,4603.92215
0,100000,4603.346600000001
0,100000,4603.3578
0,100000,4603.3612
0,100000,4603.3639
0,100000,4603.3666
0,100000,4603.3697
0,100000,4603.3724
0,100000,4603.375400000001
0,100000,4602.3334
0,100000,4602.3683
0,100000,4602.3793000000005
0,100000,4602.3883000000005
0,100000,4602.3969
0,100000,4602.4064
0,100000,4602.4154
0,100000,4602.4252
0,100000,4604.8708
0,100000,4604.8848
0,100000,4604.8892
0,100000,4604.8928
0,100000,4604.8963
0,100000,4604.899799999999
0,100000,4604.9027
0,100000,4604.9063
0,100000,4601.3593
0,100000,4601.3757000000005
0,100000,4601.3854
0,100000,4601.437
0,100000,4601.4547999999995
0,100000,4601.464
0,100000,4601.4728
0,100000,4601.481400000001
0,100000,4602.451300000001
0,100000,4602.4867
0,100000,4602.4977
0,100000,4602.5072
0,100000,4602.5162
0,100000,4602.525000000001
0,100000,4602.5343
0,100000,4602.5438
0,100000,4602.11335
