time,cluster,msg_size,smoothed_rtt
36.633648,lyon,10000,21.140186
50.745354,lyon,10000,13.808234
64.89325,lyon,10000,13.904758
78.75589,lyon,10000,13.731741
28.909927,lyon,10000,14.757091
43.135075,lyon,10000,13.859139
57.081463,lyon,10000,13.828908
70.92688,lyon,10000,13.784335
65.29996,rennes,10000,17.980656
80.5317,rennes,10000,14.792514
95.42893,rennes,10000,14.797509
110.35691,rennes,10000,14.7992735
65.77623,rennes,10000,17.180721
81.021355,rennes,10000,14.8944845
96.16705,rennes,10000,14.914055
111.1286,rennes,10000,14.907216
61.52146,rennes,10000,46.02147
76.70306,rennes,10000,14.885046
91.68492,rennes,10000,14.822411
106.53497,rennes,10000,14.792118
63.131504,rennes,10000,48.145798
78.36526,rennes,10000,14.9157505
93.41236,rennes,10000,14.803053
108.065285,rennes,10000,14.587294
63.88525,rennes,10000,48.79284
79.04762,rennes,10000,14.797338
94.03671,rennes,10000,14.861656
108.943146,rennes,10000,14.777368
68.09734,rennes,10000,48.65386
83.50207,rennes,10000,14.88723
98.31316,rennes,10000,14.695735
113.1111,rennes,10000,14.741354
103.651825,rennes,10000,37.08521
118.88161,rennes,10000,14.952052
134.02017,rennes,10000,14.896061
148.94518,rennes,10000,14.796495
92.62131,rennes,10000,24.971237
107.797905,rennes,10000,14.898246
122.62534,rennes,10000,14.727278
137.529,rennes,10000,14.775236
90.190605,rennes,10000,19.509901
105.36884,rennes,10000,14.892081
120.398026,rennes,10000,14.809777
135.2564,rennes,10000,14.802112
87.78491,rennes,10000,58.20184
103.13302,rennes,10000,14.8504
118.14752,rennes,10000,14.867185
133.13872,rennes,10000,14.863317
28.867792,lyon,10000,14.743744
42.858932,lyon,10000,13.669689
56.710114,lyon,10000,13.731524
70.45183,lyon,10000,13.67368
86.34504,rennes,10000,68.69733
101.63865,rennes,10000,14.892909
116.46073,rennes,10000,14.681862
131.3844,rennes,10000,14.796571
85.066734,rennes,10000,70.2416
100.55276,rennes,10000,14.982333
115.41719,rennes,10000,14.764096
130.25957,rennes,10000,14.752695
56.55453,rennes,10000,39.002735
71.95286,rennes,10000,14.970522
86.98129,rennes,10000,14.790637
101.87275,rennes,10000,14.759947
59.648792,rennes,10000,37.383606
74.8329,rennes,10000,14.906598
89.7583,rennes,10000,14.735346
104.53501,rennes,10000,14.647647
90.26523,rennes,10000,62.90428
105.47669,rennes,10000,14.828927
120.225815,rennes,10000,14.647605
135.09679,rennes,10000,14.77681
97.48186,rennes,10000,65.50344
112.593506,rennes,10000,14.826669
127.53066,rennes,10000,14.837694
142.3752,rennes,10000,14.7904415
71.45926,rennes,10000,34.364624
86.684616,rennes,10000,14.875551
101.70687,rennes,10000,14.78197
116.6248,rennes,10000,14.781128
77.49486,rennes,10000,35.258472
92.703285,rennes,10000,14.9209175
107.755554,rennes,10000,14.839922
122.57202,rennes,10000,14.705221
74.64317,rennes,10000,29.785252
89.94276,rennes,10000,14.972593
105.16246,rennes,10000,14.980201
120.12479,rennes,10000,14.856155
75.41893,rennes,10000,28.239164
90.61882,rennes,10000,14.819684
105.651634,rennes,10000,14.843256
120.46189,rennes,10000,14.75144
28.91716,lyon,10000,14.925708
105.86403,lyon,10000,13.709521
119.69738,lyon,10000,13.714948
133.48114,lyon,10000,13.748574
64.143585,rennes,10000,17.058119
79.43629,rennes,10000,14.881051
94.36529,rennes,10000,14.819977
109.17919,rennes,10000,14.758504
99.028305,rennes,10000,38.688442
114.2053,rennes,10000,14.889889
129.05682,rennes,10000,14.750536
143.88675,rennes,10000,14.768018
102.32018,rennes,10000,37.87212
117.48328,rennes,10000,14.881353
132.45299,rennes,10000,14.818887
147.33983,rennes,10000,14.757846
95.33221,rennes,10000,26.660902
110.71021,rennes,10000,14.87148
125.80132,rennes,10000,14.850251
140.72298,rennes,10000,14.794165
94.63332,rennes,10000,24.305626
109.979645,rennes,10000,14.943948
125.02073,rennes,10000,14.823279
140.06503,rennes,10000,14.916197
87.031845,rennes,10000,20.863377
102.23621,rennes,10000,14.878299
117.1227,rennes,10000,14.786074
131.9484,rennes,10000,14.763487
86.703125,rennes,10000,58.893837
101.82523,rennes,10000,14.8371525
116.660805,rennes,10000,14.697542
131.39873,rennes,10000,14.682856
86.18411,rennes,10000,67.85958
101.27422,rennes,10000,14.723153
116.10649,rennes,10000,14.704244
130.83475,rennes,10000,14.670679
82.90202,rennes,10000,67.22118
98.13549,rennes,10000,14.884242
113.22051,rennes,10000,14.890844
128.09047,rennes,10000,14.816762
57.456337,rennes,10000,38.218582
72.86086,rennes,10000,14.996015
87.7618,rennes,10000,14.692975
102.668236,rennes,10000,14.852256
28.755724,lyon,10000,14.6522455
42.951035,lyon,10000,13.824426
56.908257,lyon,10000,13.793569
70.733665,lyon,10000,13.757736
64.70666,rennes,10000,40.54306
79.99033,rennes,10000,14.883725
94.7976,rennes,10000,14.704086
109.398674,rennes,10000,14.547595
90.86661,rennes,10000,62.0524
106.11685,rennes,10000,14.8918495
121.13248,rennes,10000,14.857912
136.06203,rennes,10000,14.80663
73.32309,rennes,10000,39.91935
88.754265,rennes,10000,14.930697
103.8583,rennes,10000,14.864202
118.66122,rennes,10000,14.717968
75.66762,rennes,10000,36.804817
90.948654,rennes,10000,14.914153
105.97129,rennes,10000,14.793938
120.77463,rennes,10000,14.748844
79.66673,rennes,10000,36.04257
94.94757,rennes,10000,14.937626
110.17153,rennes,10000,14.791658
125.11702,rennes,10000,14.810919
74.51338,rennes,10000,28.849514
89.73693,rennes,10000,14.89895
104.65938,rennes,10000,14.817321
119.52541,rennes,10000,14.811454
58.580822,lyon,10000,39.25557
136.55623,lyon,10000,13.854444
150.49532,lyon,10000,13.863512
164.37787,lyon,10000,13.799641
62.008152,lyon,10000,40.921352
76.269394,lyon,10000,13.853137
90.293365,lyon,10000,13.786354
104.10696,lyon,10000,13.756019
66.6151,lyon,10000,40.83153
80.75247,lyon,10000,13.843906
94.77465,lyon,10000,13.8332
108.59055,lyon,10000,13.7145405
71.463036,lyon,10000,39.35408
85.90012,lyon,10000,13.91724
99.80566,lyon,10000,13.793618
113.55941,lyon,10000,13.695576
28.878824,lyon,10000,14.798155
43.18232,lyon,10000,13.903362
57.05961,lyon,10000,13.757636
71.22922,lyon,10000,13.595588
77.86798,lyon,10000,40.0579
92.00882,lyon,10000,13.751537
105.85453,lyon,10000,13.730063
119.91326,lyon,10000,13.924975
82.40238,lyon,10000,38.59768
96.652405,lyon,10000,13.882228
110.463745,lyon,10000,13.705431
124.15449,lyon,10000,13.632405
86.58268,lyon,10000,37.73192
163.72894,lyon,10000,13.78837
177.6186,lyon,10000,13.702402
191.57869,lyon,10000,13.876843
92.30409,lyon,10000,37.022728
