index,build,test_index,y_LATENCY,run_index
0,Local,0,15925.0,0
1,Local,0,15925.0,1
2,Local,0,15925.0,2
3,Local,0,16087.0,3
4,Local,0,15771.0,4
5,Local,0,15993.0,5
6,Local,0,16018.0,6
7,Local,0,15920.0,7
8,Local,0,16028.0,8
9,Local,0,16016.0,9
10,Local,0,16143.0,10
11,Local,0,15933.0,11
12,Local,0,15978.0,12
13,Local,0,16019.0,13
14,Local,0,15899.0,14
15,Local,0,15931.0,15
16,Local,0,15997.0,16
17,Local,0,15926.0,17
18,Local,0,15719.0,18
19,Local,0,15762.0,19
