"index","ADDITIONAL_DATA_SIZE","y_LATENCY","run_index"
0,1000,8837.0,0
1,1000,8904.0,0
2,1000,8763.0,0
3,1000,8774.0,0
4,1000,8809.0,0
5,1000,5603.0,0
6,1000,5605.0,0
7,1000,5629.0,0
8,1000,5603.0,0
9,1000,5598.0,0
10,1000,12343.0,0
11,1000,12496.0,0
12,1000,12343.0,0
13,1000,12343.0,0
14,1000,12363.0,0
15,1000,12330.0,0
16,1000,12361.0,0
17,1000,12376.0,0
18,1000,12325.0,0
19,1000,12343.0,0
20,1000,12268.0,0
21,1000,12226.0,0
22,1000,12261.0,0
23,1000,12225.0,0
24,1000,12250.0,0
25,1000,5594.0,0
26,1000,5563.0,0
27,1000,5658.0,0
28,1000,5593.0,0
29,1000,5593.0,0
30,1000,10875.0,0
31,1000,10875.0,0
32,1000,10946.0,0
33,1000,10900.0,0
34,1000,10928.0,0
35,1000,10925.0,0
36,1000,10899.0,0
37,1000,10854.0,0
38,1000,10878.0,0
39,1000,10925.0,0
40,1000,11737.0,0
41,1000,11705.0,0
42,1000,11682.0,0
43,1000,11755.0,0
44,1000,11662.0,0
45,1000,12772.0,0
46,1000,12827.0,0
47,1000,12793.0,0
48,1000,12835.0,0
49,1000,12743.0,0
50,1000,12628.0,0
51,1000,12594.0,0
52,1000,12628.0,0
53,1000,12593.0,0
54,1000,12645.0,0
55,1000,10480.0,0
56,1000,10433.0,0
57,1000,10479.0,0
58,1000,10616.0,0
59,1000,10437.0,0
60,1000,5753.0,0
61,1000,5735.0,0
62,1000,5752.0,0
63,1000,5752.0,0
64,1000,5791.0,0
65,1000,5205.0,0
66,1000,5194.0,0
67,1000,5210.0,0
68,1000,5191.0,0
69,1000,5179.0,0
70,1000,9558.0,0
71,1000,9599.0,0
72,1000,9532.0,0
73,1000,9700.0,0
74,1000,9532.0,0
75,1000,10437.0,0
76,1000,10436.0,0
77,1000,10461.0,0
78,1000,10421.0,0
79,1000,10536.0,0
80,1000,12184.0,0
81,1000,12232.0,0
82,1000,12184.0,0
83,1000,12184.0,0
84,1000,12251.0,0
85,1000,11642.0,0
86,1000,11616.0,0
