"index","ADDITIONAL_DATA_SIZE","y_LATENCY","run_index"
0,10000,4029.0,0
1,10000,4015.0,0
2,10000,4013.0,0
3,10000,4002.0,0
4,10000,4025.0,0
5,10000,4029.0,0
6,10000,3983.0,0
7,10000,3989.0,0
8,10000,4014.0,0
9,10000,4039.0,0
10,10000,4016.0,0
11,10000,4030.0,0
12,10000,3998.0,0
13,10000,4126.0,0
14,10000,3962.0,0
15,10000,12618.0,0
16,10000,12387.0,0
17,10000,12582.0,0
18,10000,12405.0,0
19,10000,12417.0,0
20,10000,12358.0,0
21,10000,12387.0,0
22,10000,12647.0,0
23,10000,12367.0,0
24,10000,12384.0,0
25,10000,12359.0,0
26,10000,12351.0,0
27,10000,12387.0,0
28,10000,12389.0,0
29,10000,12382.0,0
30,10000,8249.0,0
31,10000,8209.0,0
32,10000,8193.0,0
33,10000,8436.0,0
34,10000,8192.0,0
35,10000,8191.0,0
36,10000,8461.0,0
37,10000,8231.0,0
38,10000,8201.0,0
39,10000,8249.0,0
40,10000,8273.0,0
41,10000,8202.0,0
42,10000,8209.0,0
43,10000,8199.0,0
44,10000,8527.0,0
45,10000,12961.0,0
46,10000,12620.0,0
47,10000,12618.0,0
48,10000,12605.0,0
49,10000,12668.0,0
50,10000,12637.0,0
51,10000,12688.0,0
52,10000,12657.0,0
53,10000,12618.0,0
54,10000,12597.0,0
55,10000,12557.0,0
56,10000,12639.0,0
57,10000,12539.0,0
58,10000,12602.0,0
59,10000,12712.0,0
60,10000,12321.0,0
61,10000,12359.0,0
62,10000,12400.0,0
63,10000,12363.0,0
64,10000,12391.0,0
65,10000,12353.0,0
66,10000,12589.0,0
67,10000,12361.0,0
68,10000,12349.0,0
69,10000,12315.0,0
70,10000,12545.0,0
71,10000,12296.0,0
72,10000,12411.0,0
73,10000,12388.0,0
74,10000,12387.0,0
75,10000,11125.0,0
76,10000,11150.0,0
77,10000,11163.0,0
78,10000,11179.0,0
79,10000,11180.0,0
80,10000,11169.0,0
81,10000,11116.0,0
82,10000,11173.0,0
83,10000,11169.0,0
84,10000,11116.0,0
85,10000,11091.0,0
86,10000,11317.0,0
87,10000,11181.0,0
88,10000,11118.0,0
89,10000,11174.0,0
90,10000,12579.0,0
91,10000,12588.0,0
92,10000,12601.0,0
93,10000,12836.0,0
94,10000,12837.0,0
95,10000,12581.0,0
96,10000,12608.0,0
97,10000,12632.0,0
98,10000,12656.0,0
99,10000,12639.0,0
100,10000,12617.0,0
101,10000,12820.0,0
102,10000,12582.0,0
103,10000,12608.0,0
104,10000,12614.0,0
105,10000,11257.0,0
106,10000,11473.0,0
107,10000,11238.0,0
108,10000,11219.0,0
109,10000,11305.0,0
110,10000,11259.0,0
111,10000,11215.0,0
112,10000,11247.0,0
113,10000,11281.0,0
114,10000,11265.0,0
115,10000,11282.0,0
116,10000,11212.0,0
117,10000,11491.0,0
118,10000,11249.0,0
119,10000,11279.0,0
120,10000,8215.0,0
121,10000,8444.0,0
122,10000,8277.0,0
123,10000,8227.0,0
124,10000,8132.0,0
125,10000,8533.0,0
126,10000,8215.0,0
127,10000,8148.0,0
128,10000,8177.0,0
129,10000,8214.0,0
130,10000,8180.0,0
131,10000,8227.0,0
132,10000,8130.0,0
133,10000,8186.0,0
134,10000,8475.0,0
135,10000,8504.0,0
136,10000,8676.0,0
137,10000,8500.0,0
138,10000,8532.0,0
139,10000,8511.0,0
140,10000,8728.0,0
141,10000,8666.0,0
142,10000,8684.0,0
143,10000,8464.0,0
144,10000,8553.0,0
145,10000,8500.0,0
146,10000,8444.0,0
147,10000,8584.0,0
148,10000,8498.0,0
149,10000,8499.0,0
150,10000,11683.0,0
151,10000,11696.0,0
152,10000,11590.0,0
153,10000,11597.0,0
154,10000,11632.0,0
155,10000,11635.0,0
156,10000,11655.0,0
157,10000,11664.0,0
158,10000,11807.0,0
159,10000,11841.0,0
160,10000,11706.0,0
161,10000,11655.0,0
162,10000,11753.0,0
163,10000,11612.0,0
164,10000,11799.0,0
165,10000,4071.0,0
166,10000,4088.0,0
167,10000,4080.0,0
168,10000,4084.0,0
169,10000,4166.0,0
170,10000,4058.0,0
171,10000,4081.0,0
172,10000,4089.0,0
173,10000,4079.0,0
174,10000,4044.0,0
175,10000,4081.0,0
176,10000,4055.0,0
177,10000,4060.0,0
178,10000,4061.0,0
179,10000,4086.0,0
180,10000,4637.0,0
181,10000,4616.0,0
182,10000,4607.0,0
183,10000,4657.0,0
184,10000,4734.0,0
185,10000,4578.0,0
186,10000,4675.0,0
187,10000,4637.0,0
188,10000,4620.0,0
189,10000,4622.0,0
190,10000,4593.0,0
191,10000,4694.0,0
192,10000,4595.0,0
193,10000,4609.0,0
194,10000,4637.0,0
195,10000,4518.0,0
196,10000,4533.0,0
197,10000,4609.0,0
198,10000,4567.0,0
199,10000,4529.0,0
200,10000,4537.0,0
201,10000,4546.0,0
202,10000,4520.0,0
203,10000,4520.0,0
204,10000,4546.0,0
205,10000,4525.0,0
206,10000,4520.0,0
207,10000,4565.0,0
208,10000,4520.0,0
209,10000,4521.0,0
210,10000,12201.0,0
211,10000,11904.0,0
212,10000,11946.0,0
213,10000,12004.0,0
214,10000,11890.0,0
215,10000,12165.0,0
216,10000,11953.0,0
217,10000,11921.0,0
218,10000,11952.0,0
219,10000,11947.0,0
220,10000,12152.0,0
221,10000,11939.0,0
222,10000,11913.0,0
223,10000,11988.0,0
224,10000,11988.0,0
225,10000,11192.0,0
226,10000,11123.0,0
227,10000,11236.0,0
228,10000,11114.0,0
229,10000,11195.0,0
230,10000,11157.0,0
231,10000,11157.0,0
232,10000,11134.0,0
233,10000,11136.0,0
234,10000,11123.0,0
235,10000,11169.0,0
236,10000,11347.0,0
237,10000,11399.0,0
238,10000,11176.0,0
239,10000,11173.0,0
240,10000,8082.0,0
241,10000,8132.0,0
242,10000,8117.0,0
243,10000,8105.0,0
244,10000,8131.0,0
245,10000,8268.0,0
246,10000,8153.0,0
247,10000,8284.0,0
248,10000,8153.0,0
249,10000,8105.0,0
250,10000,8091.0,0
251,10000,8093.0,0
252,10000,8153.0,0
253,10000,8140.0,0
254,10000,8282.0,0
255,10000,10867.0,0
256,10000,10735.0,0
257,10000,10722.0,0
258,10000,10685.0,0
259,10000,10722.0,0
260,10000,10702.0,0
261,10000,10726.0,0
262,10000,10728.0,0
263,10000,10726.0,0
264,10000,10720.0,0
265,10000,10763.0,0
266,10000,10705.0,0
267,10000,10720.0,0
268,10000,10730.0,0
269,10000,10945.0,0
270,10000,4327.0,0
271,10000,4324.0,0
272,10000,4350.0,0
273,10000,4361.0,0
274,10000,4282.0,0
275,10000,4447.0,0
276,10000,4413.0,0
277,10000,4346.0,0
278,10000,4312.0,0
279,10000,4318.0,0
280,10000,4447.0,0
281,10000,4311.0,0
282,10000,4316.0,0
283,10000,4314.0,0
284,10000,4318.0,0
285,10000,8565.0,0
286,10000,8573.0,0
287,10000,8877.0,0
288,10000,8877.0,0
289,10000,8510.0,0
290,10000,8596.0,0
291,10000,8491.0,0
292,10000,8514.0,0
293,10000,8533.0,0
294,10000,8865.0,0
295,10000,8547.0,0
296,10000,8805.0,0
297,10000,8606.0,0
298,10000,8601.0,0
299,10000,8526.0,0
300,10000,3987.0,1
301,10000,4035.0,1
302,10000,4026.0,1
303,10000,4022.0,1
304,10000,4046.0,1
305,10000,4044.0,1
306,10000,4008.0,1
307,10000,4008.0,1
308,10000,4047.0,1
309,10000,4022.0,1
310,10000,4061.0,1
311,10000,3988.0,1
312,10000,4026.0,1
313,10000,4028.0,1
314,10000,4044.0,1
315,10000,12107.0,1
316,10000,12195.0,1
317,10000,12123.0,1
318,10000,12394.0,1
319,10000,12159.0,1
320,10000,12114.0,1
321,10000,12190.0,1
322,10000,12153.0,1
323,10000,12152.0,1
324,10000,12150.0,1
325,10000,12108.0,1
326,10000,12326.0,1
327,10000,12119.0,1
328,10000,12198.0,1
329,10000,12154.0,1
330,10000,8339.0,1
331,10000,8025.0,1
332,10000,8084.0,1
333,10000,8112.0,1
334,10000,8073.0,1
335,10000,8077.0,1
336,10000,8084.0,1
337,10000,8064.0,1
338,10000,8105.0,1
339,10000,8073.0,1
340,10000,8065.0,1
341,10000,8073.0,1
342,10000,8073.0,1
343,10000,8105.0,1
344,10000,8112.0,1
345,10000,12657.0,1
346,10000,12469.0,1
347,10000,12461.0,1
348,10000,12375.0,1
349,10000,12451.0,1
350,10000,12600.0,1
351,10000,12649.0,1
352,10000,12466.0,1
353,10000,12451.0,1
354,10000,12412.0,1
355,10000,12388.0,1
356,10000,12430.0,1
357,10000,12399.0,1
358,10000,12380.0,1
359,10000,12484.0,1
360,10000,12192.0,1
361,10000,12191.0,1
362,10000,12298.0,1
363,10000,12292.0,1
364,10000,12138.0,1
365,10000,12128.0,1
366,10000,12139.0,1
367,10000,12128.0,1
368,10000,12192.0,1
369,10000,12128.0,1
370,10000,12139.0,1
371,10000,12154.0,1
372,10000,12108.0,1
373,10000,12199.0,1
374,10000,12174.0,1
375,10000,10739.0,1
376,10000,10830.0,1
377,10000,10725.0,1
378,10000,10891.0,1
379,10000,10769.0,1
380,10000,10729.0,1
381,10000,10767.0,1
382,10000,10737.0,1
383,10000,10950.0,1
384,10000,10762.0,1
385,10000,10836.0,1
386,10000,10730.0,1
387,10000,10739.0,1
388,10000,10716.0,1
389,10000,10773.0,1
390,10000,12620.0,1
391,10000,12674.0,1
392,10000,12634.0,1
393,10000,12702.0,1
394,10000,12674.0,1
395,10000,12818.0,1
396,10000,12629.0,1
397,10000,12614.0,1
398,10000,12702.0,1
399,10000,12869.0,1
400,10000,12847.0,1
401,10000,12630.0,1
402,10000,12613.0,1
403,10000,12625.0,1
404,10000,12647.0,1
405,10000,11073.0,1
406,10000,11080.0,1
407,10000,11266.0,1
408,10000,11079.0,1
409,10000,11089.0,1
410,10000,11109.0,1
411,10000,11076.0,1
412,10000,11084.0,1
413,10000,11087.0,1
414,10000,11079.0,1
415,10000,11215.0,1
416,10000,11045.0,1
417,10000,11239.0,1
418,10000,11069.0,1
419,10000,11060.0,1
420,10000,8062.0,1
421,10000,8082.0,1
422,10000,8119.0,1
423,10000,8226.0,1
424,10000,8115.0,1
425,10000,8236.0,1
426,10000,8072.0,1
427,10000,8285.0,1
428,10000,8072.0,1
429,10000,8076.0,1
430,10000,8092.0,1
431,10000,8095.0,1
432,10000,8255.0,1
433,10000,8115.0,1
434,10000,8099.0,1
435,10000,8420.0,1
436,10000,8644.0,1
437,10000,8414.0,1
438,10000,8416.0,1
439,10000,8355.0,1
440,10000,8644.0,1
441,10000,8392.0,1
442,10000,8400.0,1
443,10000,8394.0,1
444,10000,8386.0,1
445,10000,8363.0,1
446,10000,8685.0,1
447,10000,8618.0,1
448,10000,8416.0,1
449,10000,8365.0,1
450,10000,11483.0,1
451,10000,11657.0,1
452,10000,11652.0,1
453,10000,11494.0,1
454,10000,11494.0,1
455,10000,11479.0,1
456,10000,11533.0,1
457,10000,11446.0,1
458,10000,11512.0,1
459,10000,11476.0,1
460,10000,11515.0,1
461,10000,11625.0,1
462,10000,11476.0,1
463,10000,11490.0,1
464,10000,11509.0,1
465,10000,4029.0,1
466,10000,4014.0,1
467,10000,4009.0,1
468,10000,4021.0,1
469,10000,4006.0,1
470,10000,3999.0,1
471,10000,4004.0,1
472,10000,4021.0,1
473,10000,4016.0,1
474,10000,4012.0,1
475,10000,4037.0,1
476,10000,4037.0,1
477,10000,4006.0,1
478,10000,3999.0,1
479,10000,4018.0,1
480,10000,4590.0,1
481,10000,4571.0,1
482,10000,4620.0,1
483,10000,4564.0,1
484,10000,4596.0,1
485,10000,4562.0,1
486,10000,4598.0,1
487,10000,4634.0,1
488,10000,4552.0,1
489,10000,4558.0,1
490,10000,4519.0,1
491,10000,4592.0,1
492,10000,4563.0,1
493,10000,4575.0,1
494,10000,4537.0,1
495,10000,4408.0,1
496,10000,4527.0,1
497,10000,4444.0,1
498,10000,4420.0,1
499,10000,4409.0,1
500,10000,4430.0,1
501,10000,4459.0,1
502,10000,4408.0,1
503,10000,4408.0,1
504,10000,4458.0,1
505,10000,4446.0,1
506,10000,4442.0,1
507,10000,4426.0,1
508,10000,4414.0,1
509,10000,4424.0,1
510,10000,11745.0,1
511,10000,11807.0,1
512,10000,11826.0,1
513,10000,11810.0,1
514,10000,11813.0,1
515,10000,11756.0,1
516,10000,11983.0,1
517,10000,11829.0,1
518,10000,11828.0,1
519,10000,12021.0,1
520,10000,11840.0,1
521,10000,11812.0,1
522,10000,11798.0,1
523,10000,11791.0,1
524,10000,11793.0,1
525,10000,11120.0,1
526,10000,11088.0,1
527,10000,11128.0,1
528,10000,11098.0,1
529,10000,11128.0,1
530,10000,11185.0,1
531,10000,11072.0,1
532,10000,11269.0,1
533,10000,11128.0,1
534,10000,11086.0,1
535,10000,11086.0,1
536,10000,11261.0,1
537,10000,11094.0,1
538,10000,11264.0,1
539,10000,11096.0,1
540,10000,7917.0,1
541,10000,7893.0,1
542,10000,7923.0,1
543,10000,7901.0,1
544,10000,8088.0,1
545,10000,7910.0,1
546,10000,7906.0,1
547,10000,7923.0,1
548,10000,7891.0,1
549,10000,7963.0,1
550,10000,7912.0,1
551,10000,7889.0,1
552,10000,8124.0,1
553,10000,7904.0,1
554,10000,7904.0,1
555,10000,10595.0,1
556,10000,10655.0,1
557,10000,10641.0,1
558,10000,10601.0,1
559,10000,10623.0,1
560,10000,10624.0,1
561,10000,10631.0,1
562,10000,10608.0,1
563,10000,10631.0,1
564,10000,10648.0,1
565,10000,10644.0,1
566,10000,10642.0,1
567,10000,10615.0,1
568,10000,10594.0,1
569,10000,10591.0,1
570,10000,4376.0,1
571,10000,4323.0,1
572,10000,4319.0,1
573,10000,4313.0,1
574,10000,4292.0,1
575,10000,4298.0,1
576,10000,4285.0,1
577,10000,4344.0,1
578,10000,4315.0,1
579,10000,4290.0,1
580,10000,4319.0,1
581,10000,4285.0,1
582,10000,4300.0,1
583,10000,4374.0,1
584,10000,4338.0,1
585,10000,8814.0,1
586,10000,8545.0,1
587,10000,8502.0,1
588,10000,8535.0,1
589,10000,8554.0,1
590,10000,8551.0,1
591,10000,8566.0,1
592,10000,8629.0,1
593,10000,8545.0,1
594,10000,8603.0,1
595,10000,8582.0,1
596,10000,8577.0,1
597,10000,8510.0,1
598,10000,8566.0,1
599,10000,8590.0,1
600,10000,4168.0,2
601,10000,4184.0,2
602,10000,4262.0,2
603,10000,4176.0,2
604,10000,4178.0,2
605,10000,4145.0,2
606,10000,4173.0,2
607,10000,4155.0,2
608,10000,4176.0,2
609,10000,4174.0,2
610,10000,4189.0,2
611,10000,4178.0,2
612,10000,4182.0,2
613,10000,4202.0,2
614,10000,4172.0,2
615,10000,12201.0,2
616,10000,12208.0,2
617,10000,12212.0,2
618,10000,12217.0,2
619,10000,12220.0,2
620,10000,12427.0,2
621,10000,12441.0,2
622,10000,12272.0,2
623,10000,12240.0,2
624,10000,12206.0,2
625,10000,12240.0,2
626,10000,12204.0,2
627,10000,12272.0,2
628,10000,12217.0,2
629,10000,12240.0,2
630,10000,8142.0,2
631,10000,8084.0,2
632,10000,8088.0,2
633,10000,8109.0,2
634,10000,8071.0,2
635,10000,8246.0,2
636,10000,8045.0,2
637,10000,8039.0,2
638,10000,8070.0,2
639,10000,8050.0,2
640,10000,8084.0,2
641,10000,8111.0,2
642,10000,8129.0,2
643,10000,8082.0,2
644,10000,8265.0,2
645,10000,12711.0,2
646,10000,12629.0,2
647,10000,12632.0,2
648,10000,12645.0,2
649,10000,12614.0,2
650,10000,12977.0,2
651,10000,12647.0,2
652,10000,12700.0,2
653,10000,12614.0,2
654,10000,12664.0,2
655,10000,12700.0,2
656,10000,12930.0,2
657,10000,12634.0,2
658,10000,12632.0,2
659,10000,12641.0,2
660,10000,12337.0,2
661,10000,12616.0,2
662,10000,12304.0,2
663,10000,12428.0,2
664,10000,12346.0,2
665,10000,12358.0,2
666,10000,12309.0,2
667,10000,12318.0,2
668,10000,12346.0,2
669,10000,12281.0,2
670,10000,12251.0,2
671,10000,12266.0,2
672,10000,12336.0,2
673,10000,12284.0,2
674,10000,12313.0,2
675,10000,10866.0,2
676,10000,10998.0,2
677,10000,10888.0,2
678,10000,10867.0,2
679,10000,10875.0,2
680,10000,11088.0,2
681,10000,10899.0,2
682,10000,11110.0,2
683,10000,10888.0,2
684,10000,10939.0,2
685,10000,10900.0,2
686,10000,10937.0,2
687,10000,10865.0,2
688,10000,10867.0,2
689,10000,10865.0,2
690,10000,12488.0,2
691,10000,12484.0,2
692,10000,12554.0,2
693,10000,12554.0,2
694,10000,12484.0,2
695,10000,12514.0,2
696,10000,12518.0,2
697,10000,12508.0,2
698,10000,12756.0,2
699,10000,12484.0,2
700,10000,12488.0,2
701,10000,12503.0,2
702,10000,12521.0,2
703,10000,12508.0,2
704,10000,12484.0,2
705,10000,11214.0,2
706,10000,11243.0,2
707,10000,11193.0,2
708,10000,11186.0,2
709,10000,11305.0,2
710,10000,11192.0,2
711,10000,11234.0,2
712,10000,11237.0,2
713,10000,11409.0,2
714,10000,11275.0,2
715,10000,11428.0,2
716,10000,11246.0,2
717,10000,11218.0,2
718,10000,11238.0,2
719,10000,11234.0,2
720,10000,7877.0,2
721,10000,7878.0,2
722,10000,7923.0,2
723,10000,7977.0,2
724,10000,7870.0,2
725,10000,7864.0,2
726,10000,8205.0,2
727,10000,7939.0,2
728,10000,7933.0,2
729,10000,7899.0,2
730,10000,8242.0,2
731,10000,7859.0,2
732,10000,7891.0,2
733,10000,7891.0,2
734,10000,7835.0,2
735,10000,8431.0,2
736,10000,8280.0,2
737,10000,8326.0,2
738,10000,8405.0,2
739,10000,8339.0,2
740,10000,8728.0,2
741,10000,8420.0,2
742,10000,8491.0,2
743,10000,8379.0,2
744,10000,8651.0,2
745,10000,8335.0,2
746,10000,8326.0,2
747,10000,8592.0,2
748,10000,8382.0,2
749,10000,8420.0,2
750,10000,11616.0,2
751,10000,11819.0,2
752,10000,11648.0,2
753,10000,11651.0,2
754,10000,11620.0,2
755,10000,11675.0,2
756,10000,11620.0,2
757,10000,11619.0,2
758,10000,11616.0,2
759,10000,11647.0,2
760,10000,11819.0,2
761,10000,11622.0,2
762,10000,11827.0,2
763,10000,11613.0,2
764,10000,11648.0,2
765,10000,4317.0,2
766,10000,4203.0,2
767,10000,4210.0,2
768,10000,4307.0,2
769,10000,4238.0,2
770,10000,4199.0,2
771,10000,4233.0,2
772,10000,4198.0,2
773,10000,4307.0,2
774,10000,4198.0,2
775,10000,4249.0,2
776,10000,4244.0,2
777,10000,4230.0,2
778,10000,4226.0,2
779,10000,4208.0,2
780,10000,4518.0,2
781,10000,4519.0,2
782,10000,4514.0,2
783,10000,4517.0,2
784,10000,4510.0,2
785,10000,4524.0,2
786,10000,4514.0,2
787,10000,4510.0,2
788,10000,4532.0,2
789,10000,4509.0,2
790,10000,4515.0,2
791,10000,4516.0,2
792,10000,4521.0,2
793,10000,4525.0,2
794,10000,4521.0,2
795,10000,4615.0,2
796,10000,4711.0,2
797,10000,4678.0,2
798,10000,4636.0,2
799,10000,4644.0,2
800,10000,4679.0,2
801,10000,4702.0,2
802,10000,4674.0,2
803,10000,4641.0,2
804,10000,4669.0,2
805,10000,4630.0,2
806,10000,4886.0,2
807,10000,4614.0,2
808,10000,4633.0,2
809,10000,4613.0,2
810,10000,11792.0,2
811,10000,12122.0,2
812,10000,11918.0,2
813,10000,11876.0,2
814,10000,11849.0,2
815,10000,11815.0,2
816,10000,12043.0,2
817,10000,12124.0,2
818,10000,11826.0,2
819,10000,11908.0,2
820,10000,11832.0,2
821,10000,11875.0,2
822,10000,11800.0,2
823,10000,11836.0,2
824,10000,11852.0,2
825,10000,11197.0,2
826,10000,11352.0,2
827,10000,11149.0,2
828,10000,11169.0,2
829,10000,11180.0,2
830,10000,11205.0,2
831,10000,11156.0,2
832,10000,11192.0,2
833,10000,11214.0,2
834,10000,11407.0,2
835,10000,11179.0,2
836,10000,11279.0,2
837,10000,11183.0,2
838,10000,11385.0,2
839,10000,11414.0,2
840,10000,8011.0,2
841,10000,7965.0,2
842,10000,7970.0,2
843,10000,7969.0,2
844,10000,7978.0,2
845,10000,8317.0,2
846,10000,7992.0,2
847,10000,7966.0,2
848,10000,7993.0,2
849,10000,7942.0,2
850,10000,8023.0,2
851,10000,8233.0,2
852,10000,8009.0,2
853,10000,7980.0,2
854,10000,8283.0,2
855,10000,10644.0,2
856,10000,10724.0,2
857,10000,10941.0,2
858,10000,10645.0,2
859,10000,10706.0,2
860,10000,10831.0,2
861,10000,10682.0,2
862,10000,10624.0,2
863,10000,10940.0,2
864,10000,10930.0,2
865,10000,10681.0,2
866,10000,10684.0,2
867,10000,10700.0,2
868,10000,10666.0,2
869,10000,10617.0,2
870,10000,4219.0,2
871,10000,4213.0,2
872,10000,4197.0,2
873,10000,4240.0,2
874,10000,4195.0,2
875,10000,4199.0,2
876,10000,4191.0,2
877,10000,4195.0,2
878,10000,4219.0,2
879,10000,4211.0,2
880,10000,4204.0,2
881,10000,4206.0,2
882,10000,4210.0,2
883,10000,4210.0,2
884,10000,4207.0,2
885,10000,8464.0,2
886,10000,8509.0,2
887,10000,8473.0,2
888,10000,8758.0,2
889,10000,8464.0,2
890,10000,8633.0,2
891,10000,8427.0,2
892,10000,8483.0,2
893,10000,8462.0,2
894,10000,8462.0,2
895,10000,8530.0,2
896,10000,8801.0,2
897,10000,8401.0,2
898,10000,8475.0,2
899,10000,8473.0,2
900,10000,4362.0,3
901,10000,4174.0,3
902,10000,4173.0,3
903,10000,4164.0,3
904,10000,4187.0,3
905,10000,4198.0,3
906,10000,4198.0,3
907,10000,4150.0,3
908,10000,4171.0,3
909,10000,4204.0,3
910,10000,4166.0,3
911,10000,4224.0,3
912,10000,4182.0,3
913,10000,4174.0,3
914,10000,4162.0,3
915,10000,12262.0,3
916,10000,12148.0,3
917,10000,12234.0,3
918,10000,12203.0,3
919,10000,12197.0,3
920,10000,12186.0,3
921,10000,12183.0,3
922,10000,12225.0,3
923,10000,12206.0,3
924,10000,12225.0,3
925,10000,12234.0,3
926,10000,12188.0,3
927,10000,12343.0,3
928,10000,12248.0,3
929,10000,12183.0,3
930,10000,7995.0,3
931,10000,7936.0,3
932,10000,8001.0,3
933,10000,7909.0,3
934,10000,7938.0,3
935,10000,7920.0,3
936,10000,7912.0,3
937,10000,7898.0,3
938,10000,7974.0,3
939,10000,8160.0,3
940,10000,8160.0,3
941,10000,7974.0,3
942,10000,8118.0,3
943,10000,8038.0,3
944,10000,7935.0,3
945,10000,12716.0,3
946,10000,12618.0,3
947,10000,12462.0,3
948,10000,12478.0,3
949,10000,12516.0,3
950,10000,12491.0,3
951,10000,12474.0,3
952,10000,12494.0,3
953,10000,12540.0,3
