"index","ADDITIONAL_DATA_SIZE","run_index","time_rel","cpu_id","utilization_percentage"
113,10000,0,1.001,113,0.0
114,10000,0,1.001,114,0.0
115,10000,0,1.001,115,0.0
116,10000,0,1.001,116,0.0
117,10000,0,1.001,117,0.0
118,10000,0,1.001,118,0.0
119,10000,0,1.001,119,0.0
120,10000,0,1.001,120,0.0
121,10000,0,1.001,121,0.0
122,10000,0,1.001,122,0.0
123,10000,0,1.001,123,0.0
124,10000,0,1.001,124,0.0
125,10000,0,1.001,125,0.0
126,10000,0,1.001,126,0.0
127,10000,0,1.001,127,0.0
128,10000,0,1.001,-1,2.193
129,10000,0,2.002,0,18.889
130,10000,0,2.002,1,100.0
131,10000,0,2.002,2,15.385
132,10000,0,2.002,3,99.0
133,10000,0,2.002,4,5.051
134,10000,0,2.002,5,0.0
135,10000,0,2.002,6,1.0
136,10000,0,2.002,7,5.263
137,10000,0,2.002,8,0.0
138,10000,0,2.002,9,0.0
139,10000,0,2.002,10,0.0
140,10000,0,2.002,11,0.0
141,10000,0,2.002,12,0.0
142,10000,0,2.002,13,0.0
143,10000,0,2.002,14,0.0
144,10000,0,2.002,15,0.0
145,10000,0,2.002,16,0.0
146,10000,0,2.002,17,0.0
147,10000,0,2.002,18,0.0
148,10000,0,2.002,19,0.0
149,10000,0,2.002,20,0.0
150,10000,0,2.002,21,0.99
151,10000,0,2.002,22,0.99
152,10000,0,2.002,23,0.0
153,10000,0,2.002,24,0.0
154,10000,0,2.002,25,0.0
155,10000,0,2.002,26,0.0
156,10000,0,2.002,27,0.0
157,10000,0,2.002,28,0.0
158,10000,0,2.002,29,0.0
159,10000,0,2.002,30,0.0
160,10000,0,2.002,31,0.0
161,10000,0,2.002,32,0.0
162,10000,0,2.002,33,0.0
163,10000,0,2.002,34,0.0
164,10000,0,2.002,35,0.0
165,10000,0,2.002,36,0.0
166,10000,0,2.002,37,0.0
167,10000,0,2.002,38,0.0
168,10000,0,2.002,39,0.0
169,10000,0,2.002,40,0.0
170,10000,0,2.002,41,0.0
171,10000,0,2.002,42,0.0
172,10000,0,2.002,43,0.0
173,10000,0,2.002,44,0.0
174,10000,0,2.002,45,0.0
175,10000,0,2.002,46,0.0
176,10000,0,2.002,47,0.0
177,10000,0,2.002,48,0.0
178,10000,0,2.002,49,0.0
179,10000,0,2.002,50,0.0
180,10000,0,2.002,51,0.0
181,10000,0,2.002,52,0.0
182,10000,0,2.002,53,0.0
183,10000,0,2.002,54,0.0
184,10000,0,2.002,55,0.0
185,10000,0,2.002,56,0.0
186,10000,0,2.002,57,0.0
187,10000,0,2.002,58,0.0
188,10000,0,2.002,59,0.0
189,10000,0,2.002,60,0.0
190,10000,0,2.002,61,0.0
191,10000,0,2.002,62,0.0
192,10000,0,2.002,63,0.0
193,10000,0,2.002,64,0.0
194,10000,0,2.002,65,0.0
195,10000,0,2.002,66,0.0
196,10000,0,2.002,67,0.0
197,10000,0,2.002,68,0.0
198,10000,0,2.002,69,0.0
199,10000,0,2.002,70,0.0
200,10000,0,2.002,71,0.0
201,10000,0,2.002,72,0.0
202,10000,0,2.002,73,0.0
203,10000,0,2.002,74,0.0
204,10000,0,2.002,75,0.0
205,10000,0,2.002,76,0.0
206,10000,0,2.002,77,0.0
207,10000,0,2.002,78,0.0
208,10000,0,2.002,79,0.0
209,10000,0,2.002,80,0.0
210,10000,0,2.002,81,0.0
211,10000,0,2.002,82,0.0
212,10000,0,2.002,83,0.0
213,10000,0,2.002,84,0.0
214,10000,0,2.002,85,0.0
215,10000,0,2.002,86,0.0
216,10000,0,2.002,87,0.0
217,10000,0,2.002,88,0.0
218,10000,0,2.002,89,0.0
219,10000,0,2.002,90,0.0
220,10000,0,2.002,91,0.0
221,10000,0,2.002,92,0.0
222,10000,0,2.002,93,0.0
223,10000,0,2.002,94,0.0
224,10000,0,2.002,95,0.0
225,10000,0,2.002,96,0.0
226,10000,0,2.002,97,0.0
227,10000,0,2.002,98,0.0
228,10000,0,2.002,99,0.0
229,10000,0,2.002,100,0.0
230,10000,0,2.002,101,0.0
231,10000,0,2.002,102,0.0
232,10000,0,2.002,103,0.0
233,10000,0,2.002,104,0.0
234,10000,0,2.002,105,0.0
235,10000,0,2.002,106,0.0
236,10000,0,2.002,107,0.0
237,10000,0,2.002,108,0.0
238,10000,0,2.002,109,0.0
239,10000,0,2.002,110,0.0
240,10000,0,2.002,111,0.0
241,10000,0,2.002,112,0.0
242,10000,0,2.002,113,0.0
243,10000,0,2.002,114,0.0
244,10000,0,2.002,115,0.0
245,10000,0,2.002,116,0.0
246,10000,0,2.002,117,0.0
247,10000,0,2.002,118,0.0
248,10000,0,2.002,119,0.0
249,10000,0,2.002,120,0.0
250,10000,0,2.002,121,0.0
251,10000,0,2.002,122,0.0
252,10000,0,2.002,123,0.0
253,10000,0,2.002,124,0.0
254,10000,0,2.002,125,0.0
255,10000,0,2.002,126,0.0
256,10000,0,2.002,127,0.0
257,10000,0,2.002,-1,1.926
258,10000,0,3.003,0,5.714
259,10000,0,3.003,1,100.0
260,10000,0,3.003,2,0.0
261,10000,0,3.003,3,100.0
262,10000,0,3.003,4,0.0
263,10000,0,3.003,5,0.0
264,10000,0,3.003,6,0.0
265,10000,0,3.003,7,32.051
266,10000,0,3.003,8,0.0
267,10000,0,3.003,9,0.0
268,10000,0,3.003,10,0.0
269,10000,0,3.003,11,0.0
270,10000,0,3.003,12,0.0
271,10000,0,3.003,13,0.0
272,10000,0,3.003,14,0.0
273,10000,0,3.003,15,0.0
274,10000,0,3.003,16,0.0
275,10000,0,3.003,17,0.0
276,10000,0,3.003,18,0.0
277,10000,0,3.003,19,0.0
278,10000,0,3.003,20,0.0
279,10000,0,3.003,21,0.0
280,10000,0,3.003,22,0.0
281,10000,0,3.003,23,0.0
282,10000,0,3.003,24,0.0
283,10000,0,3.003,25,0.0
284,10000,0,3.003,26,0.0
285,10000,0,3.003,27,0.0
286,10000,0,3.003,28,0.0
287,10000,0,3.003,29,0.0
288,10000,0,3.003,30,0.0
289,10000,0,3.003,31,0.0
290,10000,0,3.003,32,0.0
291,10000,0,3.003,33,0.0
292,10000,0,3.003,34,0.0
293,10000,0,3.003,35,0.0
294,10000,0,3.003,36,0.0
295,10000,0,3.003,37,0.0
296,10000,0,3.003,38,0.0
297,10000,0,3.003,39,0.0
298,10000,0,3.003,40,0.0
299,10000,0,3.003,41,0.0
300,10000,0,3.003,42,0.0
301,10000,0,3.003,43,0.0
302,10000,0,3.003,44,0.0
303,10000,0,3.003,45,0.0
304,10000,0,3.003,46,0.0
305,10000,0,3.003,47,0.0
306,10000,0,3.003,48,0.0
307,10000,0,3.003,49,0.0
308,10000,0,3.003,50,0.0
309,10000,0,3.003,51,0.0
310,10000,0,3.003,52,0.0
311,10000,0,3.003,53,0.0
312,10000,0,3.003,54,0.0
313,10000,0,3.003,55,0.0
314,10000,0,3.003,56,0.0
315,10000,0,3.003,57,0.0
316,10000,0,3.003,58,0.0
317,10000,0,3.003,59,0.0
318,10000,0,3.003,60,0.0
319,10000,0,3.003,61,0.0
320,10000,0,3.003,62,0.0
321,10000,0,3.003,63,0.0
322,10000,0,3.003,64,0.0
323,10000,0,3.003,65,0.0
324,10000,0,3.003,66,0.0
325,10000,0,3.003,67,0.0
326,10000,0,3.003,68,0.0
327,10000,0,3.003,69,0.0
328,10000,0,3.003,70,0.0
329,10000,0,3.003,71,0.0
330,10000,0,3.003,72,0.0
331,10000,0,3.003,73,0.0
332,10000,0,3.003,74,0.0
333,10000,0,3.003,75,0.0
334,10000,0,3.003,76,0.0
335,10000,0,3.003,77,0.0
336,10000,0,3.003,78,0.0
337,10000,0,3.003,79,0.0
338,10000,0,3.003,80,0.0
339,10000,0,3.003,81,0.0
340,10000,0,3.003,82,0.0
341,10000,0,3.003,83,0.0
342,10000,0,3.003,84,0.0
343,10000,0,3.003,85,0.0
344,10000,0,3.003,86,0.0
345,10000,0,3.003,87,0.0
346,10000,0,3.003,88,0.0
347,10000,0,3.003,89,0.0
348,10000,0,3.003,90,0.0
349,10000,0,3.003,91,0.0
350,10000,0,3.003,92,0.0
351,10000,0,3.003,93,0.0
352,10000,0,3.003,94,0.0
353,10000,0,3.003,95,0.0
354,10000,0,3.003,96,0.0
355,10000,0,3.003,97,0.0
356,10000,0,3.003,98,0.0
357,10000,0,3.003,99,0.0
358,10000,0,3.003,100,0.0
359,10000,0,3.003,101,0.0
360,10000,0,3.003,102,0.0
361,10000,0,3.003,103,0.0
362,10000,0,3.003,104,0.0
363,10000,0,3.003,105,0.0
364,10000,0,3.003,106,0.0
365,10000,0,3.003,107,0.0
366,10000,0,3.003,108,0.0
367,10000,0,3.003,109,0.0
368,10000,0,3.003,110,0.0
369,10000,0,3.003,111,0.0
370,10000,0,3.003,112,0.0
371,10000,0,3.003,113,0.0
372,10000,0,3.003,114,0.99
373,10000,0,3.003,115,0.0
374,10000,0,3.003,116,0.0
375,10000,0,3.003,117,0.0
376,10000,0,3.003,118,0.0
377,10000,0,3.003,119,0.0
378,10000,0,3.003,120,0.0
379,10000,0,3.003,121,0.0
380,10000,0,3.003,122,0.0
381,10000,0,3.003,123,0.0
382,10000,0,3.003,124,0.0
383,10000,0,3.003,125,0.0
384,10000,0,3.003,126,0.0
385,10000,0,3.003,127,0.0
386,10000,0,3.003,-1,1.865
387,10000,0,4.005,0,4.762
388,10000,0,4.005,1,100.0
389,10000,0,4.005,2,0.0
390,10000,0,4.005,3,100.0
391,10000,0,4.005,4,0.0
392,10000,0,4.005,5,0.0
393,10000,0,4.005,6,0.0
394,10000,0,4.005,7,29.87
395,10000,0,4.005,8,0.0
396,10000,0,4.005,9,0.0
397,10000,0,4.005,10,0.0
398,10000,0,4.005,11,0.0
399,10000,0,4.005,12,0.0
400,10000,0,4.005,13,0.0
401,10000,0,4.005,14,0.0
402,10000,0,4.005,15,0.0
403,10000,0,4.005,16,0.0
404,10000,0,4.005,17,0.0
405,10000,0,4.005,18,0.0
406,10000,0,4.005,19,0.0
407,10000,0,4.005,20,0.0
408,10000,0,4.005,21,0.0
409,10000,0,4.005,22,0.0
410,10000,0,4.005,23,0.0
411,10000,0,4.005,24,0.0
412,10000,0,4.005,25,0.0
413,10000,0,4.005,26,0.0
414,10000,0,4.005,27,0.0
415,10000,0,4.005,28,0.0
416,10000,0,4.005,29,0.0
417,10000,0,4.005,30,0.0
418,10000,0,4.005,31,0.0
419,10000,0,4.005,32,0.0
420,10000,0,4.005,33,0.0
421,10000,0,4.005,34,0.0
422,10000,0,4.005,35,0.0
423,10000,0,4.005,36,0.0
424,10000,0,4.005,37,0.0
425,10000,0,4.005,38,0.0
426,10000,0,4.005,39,0.0
427,10000,0,4.005,40,0.0
428,10000,0,4.005,41,0.0
429,10000,0,4.005,42,0.0
430,10000,0,4.005,43,0.0
431,10000,0,4.005,44,0.0
432,10000,0,4.005,45,0.0
433,10000,0,4.005,46,0.0
434,10000,0,4.005,47,0.0
435,10000,0,4.005,48,0.0
436,10000,0,4.005,49,0.0
437,10000,0,4.005,50,0.0
438,10000,0,4.005,51,0.0
439,10000,0,4.005,52,0.0
440,10000,0,4.005,53,0.0
441,10000,0,4.005,54,0.0
442,10000,0,4.005,55,0.0
443,10000,0,4.005,56,0.0
444,10000,0,4.005,57,0.0
445,10000,0,4.005,58,0.0
446,10000,0,4.005,59,0.0
447,10000,0,4.005,60,0.0
448,10000,0,4.005,61,0.0
449,10000,0,4.005,62,0.0
450,10000,0,4.005,63,0.0
451,10000,0,4.005,64,0.0
452,10000,0,4.005,65,0.0
453,10000,0,4.005,66,0.0
454,10000,0,4.005,67,0.0
455,10000,0,4.005,68,0.0
456,10000,0,4.005,69,0.0
457,10000,0,4.005,70,0.0
458,10000,0,4.005,71,0.0
459,10000,0,4.005,72,0.0
460,10000,0,4.005,73,0.0
461,10000,0,4.005,74,0.0
462,10000,0,4.005,75,0.0
463,10000,0,4.005,76,0.0
464,10000,0,4.005,77,0.0
465,10000,0,4.005,78,0.0
466,10000,0,4.005,79,0.0
467,10000,0,4.005,80,0.0
468,10000,0,4.005,81,0.0
469,10000,0,4.005,82,0.0
470,10000,0,4.005,83,0.0
471,10000,0,4.005,84,0.0
472,10000,0,4.005,85,0.0
473,10000,0,4.005,86,0.0
474,10000,0,4.005,87,0.0
475,10000,0,4.005,88,0.0
476,10000,0,4.005,89,0.0
477,10000,0,4.005,90,0.0
478,10000,0,4.005,91,0.0
479,10000,0,4.005,92,0.0
480,10000,0,4.005,93,0.0
481,10000,0,4.005,94,0.0
482,10000,0,4.005,95,0.0
483,10000,0,4.005,96,0.0
484,10000,0,4.005,97,0.0
485,10000,0,4.005,98,0.0
486,10000,0,4.005,99,0.0
487,10000,0,4.005,100,0.0
488,10000,0,4.005,101,0.0
489,10000,0,4.005,102,0.0
490,10000,0,4.005,103,0.0
491,10000,0,4.005,104,0.0
492,10000,0,4.005,105,0.0
493,10000,0,4.005,106,0.0
494,10000,0,4.005,107,0.0
495,10000,0,4.005,108,0.0
496,10000,0,4.005,109,0.0
497,10000,0,4.005,110,0.0
498,10000,0,4.005,111,0.0
499,10000,0,4.005,112,0.0
500,10000,0,4.005,113,0.0
501,10000,0,4.005,114,0.0
502,10000,0,4.005,115,0.0
503,10000,0,4.005,116,0.0
504,10000,0,4.005,117,0.0
505,10000,0,4.005,118,0.0
506,10000,0,4.005,119,0.0
507,10000,0,4.005,120,0.0
508,10000,0,4.005,121,0.0
509,10000,0,4.005,122,0.0
510,10000,0,4.005,123,0.0
511,10000,0,4.005,124,0.0
512,10000,0,4.005,125,0.0
513,10000,0,4.005,126,0.0
514,10000,0,4.005,127,0.0
515,10000,0,4.005,-1,1.833
516,10000,0,5.006,0,6.604
517,10000,0,5.006,1,100.0
518,10000,0,5.006,2,0.0
519,10000,0,5.006,3,100.0
520,10000,0,5.006,4,0.0
521,10000,0,5.006,5,0.0
522,10000,0,5.006,6,0.0
523,10000,0,5.006,7,29.87
524,10000,0,5.006,8,0.0
525,10000,0,5.006,9,0.0
526,10000,0,5.006,10,0.0
527,10000,0,5.006,11,0.0
528,10000,0,5.006,12,0.0
529,10000,0,5.006,13,0.0
530,10000,0,5.006,14,0.0
531,10000,0,5.006,15,0.0
532,10000,0,5.006,16,0.0
533,10000,0,5.006,17,0.0
534,10000,0,5.006,18,0.0
535,10000,0,5.006,19,0.0
536,10000,0,5.006,20,0.0
537,10000,0,5.006,21,0.0
538,10000,0,5.006,22,0.0
539,10000,0,5.006,23,0.99
540,10000,0,5.006,24,0.0
541,10000,0,5.006,25,0.0
542,10000,0,5.006,26,0.0
543,10000,0,5.006,27,0.0
544,10000,0,5.006,28,0.0
545,10000,0,5.006,29,0.0
546,10000,0,5.006,30,0.0
547,10000,0,5.006,31,0.0
548,10000,0,5.006,32,0.0
549,10000,0,5.006,33,0.0
550,10000,0,5.006,34,0.0
551,10000,0,5.006,35,0.0
552,10000,0,5.006,36,0.0
553,10000,0,5.006,37,0.0
554,10000,0,5.006,38,0.0
555,10000,0,5.006,39,0.0
556,10000,0,5.006,40,0.0
557,10000,0,5.006,41,0.0
558,10000,0,5.006,42,0.0
559,10000,0,5.006,43,0.0
560,10000,0,5.006,44,0.0
561,10000,0,5.006,45,0.0
562,10000,0,5.006,46,0.0
563,10000,0,5.006,47,0.0
564,10000,0,5.006,48,0.0
565,10000,0,5.006,49,0.0
566,10000,0,5.006,50,0.0
567,10000,0,5.006,51,0.0
568,10000,0,5.006,52,0.0
569,10000,0,5.006,53,0.0
570,10000,0,5.006,54,0.0
571,10000,0,5.006,55,0.0
572,10000,0,5.006,56,0.0
573,10000,0,5.006,57,0.0
574,10000,0,5.006,58,0.0
575,10000,0,5.006,59,0.0
576,10000,0,5.006,60,0.0
577,10000,0,5.006,61,0.0
578,10000,0,5.006,62,0.0
579,10000,0,5.006,63,0.0
580,10000,0,5.006,64,0.0
581,10000,0,5.006,65,0.0
582,10000,0,5.006,66,0.0
583,10000,0,5.006,67,0.0
584,10000,0,5.006,68,0.0
585,10000,0,5.006,69,0.0
586,10000,0,5.006,70,0.0
587,10000,0,5.006,71,0.0
588,10000,0,5.006,72,0.0
589,10000,0,5.006,73,0.0
590,10000,0,5.006,74,0.0
591,10000,0,5.006,75,0.0
592,10000,0,5.006,76,0.0
593,10000,0,5.006,77,0.0
594,10000,0,5.006,78,0.0
595,10000,0,5.006,79,0.0
596,10000,0,5.006,80,0.0
597,10000,0,5.006,81,0.0
598,10000,0,5.006,82,0.0
599,10000,0,5.006,83,0.0
600,10000,0,5.006,84,0.0
601,10000,0,5.006,85,0.0
602,10000,0,5.006,86,0.0
603,10000,0,5.006,87,0.0
604,10000,0,5.006,88,0.0
605,10000,0,5.006,89,0.0
606,10000,0,5.006,90,0.0
607,10000,0,5.006,91,0.0
608,10000,0,5.006,92,0.0
609,10000,0,5.006,93,0.0
610,10000,0,5.006,94,0.0
611,10000,0,5.006,95,0.0
612,10000,0,5.006,96,1.0
613,10000,0,5.006,97,0.0
614,10000,0,5.006,98,0.0
615,10000,0,5.006,99,0.0
616,10000,0,5.006,100,0.0
617,10000,0,5.006,101,0.0
618,10000,0,5.006,102,0.0
619,10000,0,5.006,103,0.0
620,10000,0,5.006,104,0.0
621,10000,0,5.006,105,0.0
622,10000,0,5.006,106,0.0
623,10000,0,5.006,107,0.0
624,10000,0,5.006,108,0.0
625,10000,0,5.006,109,0.0
626,10000,0,5.006,110,0.0
627,10000,0,5.006,111,0.0
628,10000,0,5.006,112,0.0
629,10000,0,5.006,113,0.0
630,10000,0,5.006,114,0.0
631,10000,0,5.006,115,0.0
632,10000,0,5.006,116,0.0
633,10000,0,5.006,117,0.0
634,10000,0,5.006,118,0.0
635,10000,0,5.006,119,0.0
636,10000,0,5.006,120,0.0
637,10000,0,5.006,121,0.0
638,10000,0,5.006,122,0.0
639,10000,0,5.006,123,0.0
640,10000,0,5.006,124,0.0
641,10000,0,5.006,125,0.0
642,10000,0,5.006,126,0.0
643,10000,0,5.006,127,0.0
644,10000,0,5.006,-1,1.863
645,10000,0,6.007,0,3.883
646,10000,0,6.007,1,100.0
647,10000,0,6.007,2,0.0
648,10000,0,6.007,3,100.0
649,10000,0,6.007,4,0.0
650,10000,0,6.007,5,0.0
651,10000,0,6.007,6,0.0
652,10000,0,6.007,7,27.397
653,10000,0,6.007,8,0.0
654,10000,0,6.007,9,0.0
655,10000,0,6.007,10,0.0
656,10000,0,6.007,11,0.0
657,10000,0,6.007,12,0.0
658,10000,0,6.007,13,0.0
659,10000,0,6.007,14,0.0
660,10000,0,6.007,15,0.0
661,10000,0,6.007,16,0.0
662,10000,0,6.007,17,0.0
663,10000,0,6.007,18,0.0
664,10000,0,6.007,19,0.0
665,10000,0,6.007,20,0.0
666,10000,0,6.007,21,0.0
667,10000,0,6.007,22,0.0
668,10000,0,6.007,23,0.0
669,10000,0,6.007,24,0.0
670,10000,0,6.007,25,0.0
671,10000,0,6.007,26,0.0
672,10000,0,6.007,27,0.0
673,10000,0,6.007,28,0.0
674,10000,0,6.007,29,0.0
675,10000,0,6.007,30,0.0
676,10000,0,6.007,31,0.0
677,10000,0,6.007,32,0.0
678,10000,0,6.007,33,0.0
679,10000,0,6.007,34,0.0
680,10000,0,6.007,35,0.0
681,10000,0,6.007,36,0.0
682,10000,0,6.007,37,0.0
683,10000,0,6.007,38,0.0
684,10000,0,6.007,39,0.0
685,10000,0,6.007,40,0.0
686,10000,0,6.007,41,0.0
687,10000,0,6.007,42,0.0
688,10000,0,6.007,43,0.0
689,10000,0,6.007,44,0.0
690,10000,0,6.007,45,0.0
691,10000,0,6.007,46,0.0
692,10000,0,6.007,47,0.0
693,10000,0,6.007,48,0.0
694,10000,0,6.007,49,0.0
695,10000,0,6.007,50,0.0
696,10000,0,6.007,51,0.0
697,10000,0,6.007,52,0.0
698,10000,0,6.007,53,0.0
699,10000,0,6.007,54,0.0
700,10000,0,6.007,55,0.0
701,10000,0,6.007,56,0.0
702,10000,0,6.007,57,0.0
703,10000,0,6.007,58,0.0
704,10000,0,6.007,59,0.0
705,10000,0,6.007,60,0.0
706,10000,0,6.007,61,0.0
707,10000,0,6.007,62,0.0
708,10000,0,6.007,63,0.0
709,10000,0,6.007,64,0.0
710,10000,0,6.007,65,0.0
711,10000,0,6.007,66,0.0
712,10000,0,6.007,67,0.0
713,10000,0,6.007,68,0.0
714,10000,0,6.007,69,0.0
715,10000,0,6.007,70,0.0
716,10000,0,6.007,71,0.0
717,10000,0,6.007,72,0.0
718,10000,0,6.007,73,0.0
719,10000,0,6.007,74,0.0
720,10000,0,6.007,75,0.0
721,10000,0,6.007,76,0.0
722,10000,0,6.007,77,0.0
723,10000,0,6.007,78,0.0
724,10000,0,6.007,79,0.0
725,10000,0,6.007,80,0.0
726,10000,0,6.007,81,0.0
727,10000,0,6.007,82,0.0
728,10000,0,6.007,83,0.0
729,10000,0,6.007,84,0.0
730,10000,0,6.007,85,0.0
731,10000,0,6.007,86,0.0
732,10000,0,6.007,87,0.0
733,10000,0,6.007,88,0.0
734,10000,0,6.007,89,0.0
735,10000,0,6.007,90,0.0
736,10000,0,6.007,91,0.0
737,10000,0,6.007,92,0.0
738,10000,0,6.007,93,0.0
739,10000,0,6.007,94,0.0
740,10000,0,6.007,95,0.0
741,10000,0,6.007,96,0.0
742,10000,0,6.007,97,0.0
743,10000,0,6.007,98,0.0
744,10000,0,6.007,99,0.0
745,10000,0,6.007,100,0.0
746,10000,0,6.007,101,0.0
747,10000,0,6.007,102,0.0
748,10000,0,6.007,103,0.0
749,10000,0,6.007,104,0.0
750,10000,0,6.007,105,0.0
751,10000,0,6.007,106,0.0
752,10000,0,6.007,107,0.0
753,10000,0,6.007,108,0.0
754,10000,0,6.007,109,0.0
755,10000,0,6.007,110,0.0
756,10000,0,6.007,111,0.0
757,10000,0,6.007,112,0.0
758,10000,0,6.007,113,0.0
759,10000,0,6.007,114,0.0
760,10000,0,6.007,115,0.0
761,10000,0,6.007,116,0.0
762,10000,0,6.007,117,0.0
763,10000,0,6.007,118,0.0
764,10000,0,6.007,119,0.0
765,10000,0,6.007,120,0.0
766,10000,0,6.007,121,0.0
767,10000,0,6.007,122,0.0
768,10000,0,6.007,123,0.0
769,10000,0,6.007,124,0.0
770,10000,0,6.007,125,0.0
771,10000,0,6.007,126,0.0
772,10000,0,6.007,127,0.0
773,10000,0,6.007,-1,1.807
774,10000,0,7.008,0,3.883
775,10000,0,7.008,1,100.0
776,10000,0,7.008,2,0.0
777,10000,0,7.008,3,100.0
778,10000,0,7.008,4,0.0
779,10000,0,7.008,5,0.0
780,10000,0,7.008,6,0.0
781,10000,0,7.008,7,29.87
782,10000,0,7.008,8,0.0
783,10000,0,7.008,9,0.0
784,10000,0,7.008,10,0.0
785,10000,0,7.008,11,0.0
786,10000,0,7.008,12,0.0
787,10000,0,7.008,13,0.0
788,10000,0,7.008,14,0.0
789,10000,0,7.008,15,0.0
790,10000,0,7.008,16,0.0
791,10000,0,7.008,17,0.0
792,10000,0,7.008,18,0.0
793,10000,0,7.008,19,0.0
794,10000,0,7.008,20,0.0
795,10000,0,7.008,21,0.0
796,10000,0,7.008,22,0.0
797,10000,0,7.008,23,0.0
798,10000,0,7.008,24,0.0
799,10000,0,7.008,25,0.0
800,10000,0,7.008,26,0.0
801,10000,0,7.008,27,0.0
802,10000,0,7.008,28,0.0
803,10000,0,7.008,29,0.0
804,10000,0,7.008,30,0.0
805,10000,0,7.008,31,0.0
806,10000,0,7.008,32,0.0
807,10000,0,7.008,33,0.0
808,10000,0,7.008,34,0.0
809,10000,0,7.008,35,0.0
810,10000,0,7.008,36,0.0
811,10000,0,7.008,37,0.0
812,10000,0,7.008,38,0.0
813,10000,0,7.008,39,0.0
814,10000,0,7.008,40,0.0
815,10000,0,7.008,41,0.0
816,10000,0,7.008,42,0.0
